Start time: 11:08
dataset: sift1M
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
query_path: /mnt/data/mocheng/dataset/sift/sift_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/sif_gt_sel_1000_1_100000_in_dist_10.json
method: compact
index_k: 8
ef_max: 500
ef_construction: 100
nthreads: 1
ef_search: 200
qrange_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/qrangesel_1000_1_100000_in_dist.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/attr_sel_1_100000_dist.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
range: -992231	 recall: 0.0000	 QPS: 270270	Comps: 0	 Hops: 0.3000
range: -992024	 recall: 0.0000	 QPS: 312500	Comps: 0	 Hops: 0.3000
range: -991979	 recall: 0.0000	 QPS: 263158	Comps: 0	 Hops: 0.3000
range: -991670	 recall: 0.0000	 QPS: 204082	Comps: 0	 Hops: 0.3000
range: -991634	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -991608	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -991475	 recall: 0.0000	 QPS: 277778	Comps: 0	 Hops: 0.3000
range: -991341	 recall: 0.0000	 QPS: 312500	Comps: 0	 Hops: 0.3000
range: -991151	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -991136	 recall: 0.0000	 QPS: 344828	Comps: 0	 Hops: 0.3000
range: -991068	 recall: 0.0000	 QPS: 303030	Comps: 0	 Hops: 0.3000
range: -991022	 recall: 0.0000	 QPS: 25707	Comps: 0	 Hops: 0.3000
range: -990986	 recall: 0.0000	 QPS: 312500	Comps: 0	 Hops: 0.3000
range: -990943	 recall: 0.0000	 QPS: 400000	Comps: 0	 Hops: 0.3000
range: -990795	 recall: 0.0000	 QPS: 250000	Comps: 0	 Hops: 0.3000
range: -990575	 recall: 0.0000	 QPS: 322581	Comps: 0	 Hops: 0.3000
range: -990529	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -990495	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -990350	 recall: 0.0000	 QPS: 333333	Comps: 0	 Hops: 0.3000
range: -990046	 recall: 0.0000	 QPS: 344828	Comps: 0	 Hops: 0.3000
range: -990044	 recall: 0.0000	 QPS: 344828	Comps: 0	 Hops: 0.3000
range: 4135	 recall: 0.1000	 QPS: 8361	Comps: 44	 Hops: 20.1000
range: 4371	 recall: 0.1000	 QPS: 10406	Comps: 48	 Hops: 20.2000
range: 4504	 recall: 0.1000	 QPS: 5385	Comps: 57	 Hops: 20.2000
range: 4675	 recall: 0.1000	 QPS: 7174	Comps: 69	 Hops: 20.1000
range: 4692	 recall: 0.1000	 QPS: 8584	Comps: 67	 Hops: 20.5000
range: 4719	 recall: 0.1000	 QPS: 7710	Comps: 55	 Hops: 20.3000
range: 4867	 recall: 0.1000	 QPS: 7429	Comps: 78	 Hops: 20.1000
range: 5202	 recall: 0.1000	 QPS: 8389	Comps: 69	 Hops: 20.2000
range: 5219	 recall: 0.1000	 QPS: 3475	Comps: 65	 Hops: 20.1000
range: 5305	 recall: 0.0900	 QPS: 3667	Comps: 64	 Hops: 20.1000
range: 5730	 recall: 0.1000	 QPS: 9132	Comps: 56	 Hops: 20.3000
range: 6073	 recall: 0.1000	 QPS: 7639	Comps: 67	 Hops: 20.2000
range: 6189	 recall: 0.1000	 QPS: 6020	Comps: 95	 Hops: 21.5000
range: 6213	 recall: 0.0900	 QPS: 7559	Comps: 77	 Hops: 20.3000
range: 6242	 recall: 0.1000	 QPS: 9606	Comps: 55	 Hops: 20.1000
range: 6299	 recall: 0.1000	 QPS: 8688	Comps: 70	 Hops: 20.1000
range: 6332	 recall: 0.1000	 QPS: 7955	Comps: 78	 Hops: 20.3000
range: 6502	 recall: 0.1000	 QPS: 8065	Comps: 74	 Hops: 20.2000
range: 6508	 recall: 0.1000	 QPS: 7117	Comps: 90	 Hops: 20.2000
range: 6912	 recall: 0.1000	 QPS: 7067	Comps: 75	 Hops: 20.2000
range: 6996	 recall: 0.1000	 QPS: 6964	Comps: 64	 Hops: 20.3000
range: 7114	 recall: 0.1000	 QPS: 7236	Comps: 92	 Hops: 20.2000
range: 7228	 recall: 0.1000	 QPS: 6566	Comps: 80	 Hops: 20.3000
range: 7690	 recall: 0.1000	 QPS: 8460	Comps: 67	 Hops: 20.1000
range: 8024	 recall: 0.0900	 QPS: 6636	Comps: 100	 Hops: 20.3000
range: 8151	 recall: 0.1000	 QPS: 7855	Comps: 80	 Hops: 20.2000
range: 8158	 recall: 0.1000	 QPS: 5086	Comps: 107	 Hops: 23.3000
range: 8168	 recall: 0.1000	 QPS: 7294	Comps: 88	 Hops: 20.1000
range: 8240	 recall: 0.1000	 QPS: 5672	Comps: 100	 Hops: 20.5000
range: 8354	 recall: 0.1000	 QPS: 1919	Comps: 98	 Hops: 20.1000
range: 8600	 recall: 0.1000	 QPS: 7576	Comps: 88	 Hops: 20.1000
range: 8674	 recall: 0.1000	 QPS: 6812	Comps: 90	 Hops: 20.4000
range: 8871	 recall: 0.1000	 QPS: 7704	Comps: 83	 Hops: 20.3000
range: 8922	 recall: 0.1000	 QPS: 6766	Comps: 81	 Hops: 23.6000
range: 8933	 recall: 0.1000	 QPS: 7199	Comps: 88	 Hops: 20.5000
range: 8955	 recall: 0.1000	 QPS: 7003	Comps: 99	 Hops: 20.2000
range: 8987	 recall: 0.1900	 QPS: 3012	Comps: 206	 Hops: 40.4000
range: 9204	 recall: 0.1000	 QPS: 5602	Comps: 109	 Hops: 24.7000
range: 9255	 recall: 0.1000	 QPS: 7199	Comps: 87	 Hops: 20.1000
range: 9429	 recall: 0.1000	 QPS: 8945	Comps: 63	 Hops: 20.2000
range: 9534	 recall: 0.1000	 QPS: 5848	Comps: 89	 Hops: 20.1000
range: 9567	 recall: 0.1000	 QPS: 6601	Comps: 76	 Hops: 20.2000
range: 9572	 recall: 0.2000	 QPS: 3023	Comps: 208	 Hops: 40.7000
range: 9580	 recall: 0.1000	 QPS: 5189	Comps: 102	 Hops: 20.4000
range: 9586	 recall: 0.1000	 QPS: 3854	Comps: 100	 Hops: 23.8000
range: 9587	 recall: 0.2000	 QPS: 3488	Comps: 152	 Hops: 40.4000
range: 9598	 recall: 0.1900	 QPS: 2220	Comps: 184	 Hops: 40.4000
range: 9608	 recall: 0.1000	 QPS: 6281	Comps: 101	 Hops: 21.1000
range: 9616	 recall: 0.1000	 QPS: 5397	Comps: 104	 Hops: 20.3000
range: 9634	 recall: 0.1000	 QPS: 6427	Comps: 88	 Hops: 20.5000
range: 9638	 recall: 0.2000	 QPS: 2748	Comps: 217	 Hops: 40.3000
range: 9639	 recall: 0.1000	 QPS: 5882	Comps: 97	 Hops: 20.3000
range: 9640	 recall: 0.1000	 QPS: 5734	Comps: 108	 Hops: 20.4000
range: 9641	 recall: 0.2000	 QPS: 1928	Comps: 225	 Hops: 43.6000
range: 9642	 recall: 0.1000	 QPS: 3499	Comps: 117	 Hops: 20.1000
range: 9645	 recall: 0.2000	 QPS: 3166	Comps: 174	 Hops: 40.7000
range: 9646	 recall: 0.1000	 QPS: 5470	Comps: 106	 Hops: 20.1000
range: 9648	 recall: 0.2000	 QPS: 2210	Comps: 203	 Hops: 40.4000
range: 9651	 recall: 0.1000	 QPS: 6050	Comps: 98	 Hops: 20.1000
range: 9665	 recall: 0.1000	 QPS: 6485	Comps: 83	 Hops: 20.4000
range: 9667	 recall: 0.1900	 QPS: 3056	Comps: 199	 Hops: 40.3000
range: 9670	 recall: 0.1000	 QPS: 6289	Comps: 88	 Hops: 20.4000
range: 9673	 recall: 0.1000	 QPS: 3050	Comps: 114	 Hops: 20.3000
range: 9674	 recall: 0.1000	 QPS: 3541	Comps: 121	 Hops: 20.4000
range: 9676	 recall: 0.0900	 QPS: 5076	Comps: 122	 Hops: 20.4000
range: 9677	 recall: 0.1000	 QPS: 6570	Comps: 84	 Hops: 20.2000
range: 9678	 recall: 0.1000	 QPS: 6150	Comps: 89	 Hops: 20.2000
range: 9682	 recall: 0.2000	 QPS: 2995	Comps: 200	 Hops: 40.4000
range: 9683	 recall: 0.1000	 QPS: 5414	Comps: 114	 Hops: 20.1000
range: 9685	 recall: 0.2000	 QPS: 2517	Comps: 176	 Hops: 40.4000
range: 9686	 recall: 0.2000	 QPS: 3097	Comps: 162	 Hops: 40.7000
range: 9687	 recall: 0.1000	 QPS: 5721	Comps: 90	 Hops: 20.2000
range: 9688	 recall: 0.1000	 QPS: 4003	Comps: 113	 Hops: 20.4000
range: 9689	 recall: 0.2000	 QPS: 2795	Comps: 223	 Hops: 41.7000
range: 9690	 recall: 0.4000	 QPS: 1342	Comps: 322	 Hops: 81.0000
range: 9691	 recall: 0.2000	 QPS: 1636	Comps: 165	 Hops: 40.3000
range: 9692	 recall: 0.2000	 QPS: 1760	Comps: 210	 Hops: 40.5000
range: 9694	 recall: 0.1000	 QPS: 6410	Comps: 80	 Hops: 20.3000
range: 9695	 recall: 0.2000	 QPS: 2689	Comps: 229	 Hops: 41.1000
range: 9696	 recall: 0.2000	 QPS: 2464	Comps: 158	 Hops: 40.2000
range: 9698	 recall: 0.1000	 QPS: 6807	Comps: 103	 Hops: 20.3000
range: 9700	 recall: 0.1000	 QPS: 5855	Comps: 100	 Hops: 20.1000
range: 9702	 recall: 0.1000	 QPS: 4808	Comps: 112	 Hops: 24.6000
range: 9705	 recall: 0.1900	 QPS: 2374	Comps: 191	 Hops: 40.3000
range: 9706	 recall: 0.2000	 QPS: 3070	Comps: 209	 Hops: 40.4000
range: 9707	 recall: 0.3000	 QPS: 1794	Comps: 278	 Hops: 63.8000
range: 9708	 recall: 0.1000	 QPS: 8000	Comps: 66	 Hops: 20.2000
range: 9709	 recall: 0.1000	 QPS: 3277	Comps: 80	 Hops: 20.2000
range: 9713	 recall: 0.2000	 QPS: 2496	Comps: 225	 Hops: 40.5000
range: 9714	 recall: 0.2000	 QPS: 3327	Comps: 175	 Hops: 40.3000
range: 9715	 recall: 0.2000	 QPS: 2628	Comps: 226	 Hops: 44.0000
range: 9716	 recall: 0.2000	 QPS: 2659	Comps: 213	 Hops: 40.3000
range: 9717	 recall: 0.1000	 QPS: 4706	Comps: 112	 Hops: 20.3000
range: 9719	 recall: 0.2000	 QPS: 2737	Comps: 187	 Hops: 41.2000
range: 9720	 recall: 0.2000	 QPS: 2177	Comps: 232	 Hops: 49.2000
range: 9721	 recall: 0.4000	 QPS: 1486	Comps: 312	 Hops: 80.8000
range: 9722	 recall: 0.4000	 QPS: 1342	Comps: 437	 Hops: 81.1000
range: 9724	 recall: 0.1000	 QPS: 5935	Comps: 82	 Hops: 22.0000
range: 9726	 recall: 0.2000	 QPS: 3098	Comps: 192	 Hops: 41.9000
range: 9727	 recall: 0.2000	 QPS: 2273	Comps: 202	 Hops: 40.4000
range: 9728	 recall: 0.1000	 QPS: 3209	Comps: 109	 Hops: 20.3000
range: 9730	 recall: 0.3000	 QPS: 2245	Comps: 272	 Hops: 60.9000
range: 9731	 recall: 0.1000	 QPS: 5767	Comps: 121	 Hops: 20.2000
range: 9732	 recall: 0.2000	 QPS: 2620	Comps: 222	 Hops: 40.6000
range: 9733	 recall: 0.3000	 QPS: 1981	Comps: 326	 Hops: 61.0000
range: 9734	 recall: 0.2000	 QPS: 2952	Comps: 209	 Hops: 40.4000
range: 9735	 recall: 0.2000	 QPS: 3214	Comps: 204	 Hops: 40.4000
range: 9736	 recall: 0.2000	 QPS: 3176	Comps: 198	 Hops: 40.5000
range: 9737	 recall: 0.2000	 QPS: 3245	Comps: 187	 Hops: 40.4000
range: 9739	 recall: 0.2000	 QPS: 3016	Comps: 163	 Hops: 40.2000
range: 9740	 recall: 0.1000	 QPS: 5350	Comps: 113	 Hops: 20.3000
range: 9741	 recall: 0.3000	 QPS: 1691	Comps: 302	 Hops: 60.9000
range: 9742	 recall: 0.4000	 QPS: 1023	Comps: 376	 Hops: 81.7000
range: 9744	 recall: 0.2000	 QPS: 2946	Comps: 213	 Hops: 40.7000
range: 9745	 recall: 0.2000	 QPS: 1957	Comps: 196	 Hops: 40.5000
range: 9746	 recall: 0.2000	 QPS: 2953	Comps: 195	 Hops: 40.3000
range: 9747	 recall: 0.3000	 QPS: 2268	Comps: 244	 Hops: 63.1000
range: 9749	 recall: 0.3000	 QPS: 1512	Comps: 307	 Hops: 64.2000
range: 9750	 recall: 0.4000	 QPS: 1252	Comps: 455	 Hops: 83.5000
range: 9751	 recall: 0.3000	 QPS: 2107	Comps: 281	 Hops: 60.4000
range: 9752	 recall: 0.2000	 QPS: 2085	Comps: 157	 Hops: 40.4000
range: 9753	 recall: 0.2000	 QPS: 3265	Comps: 197	 Hops: 40.4000
range: 9754	 recall: 0.2000	 QPS: 3077	Comps: 186	 Hops: 40.4000
range: 9756	 recall: 0.2000	 QPS: 2796	Comps: 179	 Hops: 40.8000
range: 9757	 recall: 0.5000	 QPS: 1022	Comps: 561	 Hops: 106.7000
range: 9758	 recall: 0.4900	 QPS: 788	Comps: 487	 Hops: 101.0000
range: 9759	 recall: 0.1900	 QPS: 2652	Comps: 236	 Hops: 42.3000
range: 9760	 recall: 0.3000	 QPS: 2076	Comps: 276	 Hops: 60.8000
range: 9761	 recall: 0.5000	 QPS: 1043	Comps: 504	 Hops: 102.6000
range: 9762	 recall: 0.2000	 QPS: 2552	Comps: 199	 Hops: 40.4000
range: 9763	 recall: 0.3000	 QPS: 1939	Comps: 330	 Hops: 60.7000
range: 9764	 recall: 0.3000	 QPS: 1789	Comps: 302	 Hops: 60.7000
range: 9765	 recall: 0.8700	 QPS: 473	Comps: 952	 Hops: 194.4000
range: 9766	 recall: 0.4900	 QPS: 1017	Comps: 506	 Hops: 104.8000
range: 9767	 recall: 0.4000	 QPS: 1413	Comps: 302	 Hops: 80.9000
range: 9768	 recall: 0.1900	 QPS: 2297	Comps: 191	 Hops: 40.4000
range: 9769	 recall: 0.2900	 QPS: 1686	Comps: 317	 Hops: 71.7000
range: 9770	 recall: 0.4000	 QPS: 1366	Comps: 404	 Hops: 80.8000
range: 9771	 recall: 0.6900	 QPS: 760	Comps: 695	 Hops: 142.1000
range: 9772	 recall: 0.5900	 QPS: 1048	Comps: 546	 Hops: 121.6000
range: 9773	 recall: 0.2900	 QPS: 1897	Comps: 298	 Hops: 60.7000
range: 9774	 recall: 0.4000	 QPS: 1191	Comps: 347	 Hops: 83.4000
range: 9775	 recall: 0.2900	 QPS: 2141	Comps: 255	 Hops: 60.4000
range: 9776	 recall: 0.4000	 QPS: 1184	Comps: 374	 Hops: 81.2000
range: 9777	 recall: 0.7900	 QPS: 697	Comps: 767	 Hops: 161.6000
range: 9778	 recall: 0.4000	 QPS: 1215	Comps: 350	 Hops: 81.9000
range: 9779	 recall: 0.4000	 QPS: 1165	Comps: 381	 Hops: 81.2000
range: 9780	 recall: 0.4000	 QPS: 1118	Comps: 421	 Hops: 80.6000
range: 9781	 recall: 0.3000	 QPS: 1462	Comps: 256	 Hops: 61.3000
range: 9782	 recall: 0.3000	 QPS: 1509	Comps: 346	 Hops: 68.8000
range: 9783	 recall: 0.3000	 QPS: 1532	Comps: 313	 Hops: 61.7000
range: 9784	 recall: 0.1900	 QPS: 2099	Comps: 199	 Hops: 41.0000
range: 9786	 recall: 0.4000	 QPS: 1274	Comps: 420	 Hops: 85.0000
range: 9787	 recall: 0.2000	 QPS: 3015	Comps: 170	 Hops: 40.6000
range: 9788	 recall: 0.6800	 QPS: 700	Comps: 721	 Hops: 142.2000
range: 9789	 recall: 0.1000	 QPS: 6427	Comps: 76	 Hops: 21.6000
range: 9790	 recall: 0.3900	 QPS: 1074	Comps: 417	 Hops: 88.7000
range: 9791	 recall: 0.3000	 QPS: 1493	Comps: 363	 Hops: 78.8000
range: 9792	 recall: 0.6000	 QPS: 942	Comps: 606	 Hops: 121.4000
range: 9793	 recall: 0.6700	 QPS: 679	Comps: 766	 Hops: 145.3000
range: 9794	 recall: 0.6000	 QPS: 747	Comps: 565	 Hops: 125.6000
range: 9795	 recall: 0.3900	 QPS: 1384	Comps: 410	 Hops: 81.6000
range: 9796	 recall: 0.8900	 QPS: 569	Comps: 814	 Hops: 183.3000
range: 9797	 recall: 0.6000	 QPS: 823	Comps: 602	 Hops: 127.6000
range: 9798	 recall: 0.7900	 QPS: 652	Comps: 819	 Hops: 164.7000
range: 9799	 recall: 0.6900	 QPS: 729	Comps: 761	 Hops: 151.7000
range: 9800	 recall: 0.2000	 QPS: 2559	Comps: 186	 Hops: 40.8000
range: 9801	 recall: 1.0000	 QPS: 467	Comps: 1033	 Hops: 202.8000
range: 9802	 recall: 0.7000	 QPS: 619	Comps: 776	 Hops: 146.9000
range: 9803	 recall: 1.1000	 QPS: 505	Comps: 1133	 Hops: 225.3000
range: 9804	 recall: 1.2800	 QPS: 422	Comps: 1243	 Hops: 264.2000
range: 9805	 recall: 0.9900	 QPS: 559	Comps: 995	 Hops: 203.7000
range: 9806	 recall: 0.7900	 QPS: 758	Comps: 784	 Hops: 179.8000
range: 9807	 recall: 0.6900	 QPS: 819	Comps: 675	 Hops: 141.3000
range: 9808	 recall: 0.9800	 QPS: 580	Comps: 1014	 Hops: 205.0000
range: 9809	 recall: 1.1000	 QPS: 481	Comps: 1066	 Hops: 222.8000
range: 9810	 recall: 0.6700	 QPS: 871	Comps: 694	 Hops: 143.3000
range: 9811	 recall: 1.1900	 QPS: 509	Comps: 1154	 Hops: 246.1000
range: 9812	 recall: 1.1900	 QPS: 469	Comps: 1074	 Hops: 247.0000
range: 9813	 recall: 1.0000	 QPS: 500	Comps: 963	 Hops: 207.9000
range: 9814	 recall: 1.3900	 QPS: 375	Comps: 1374	 Hops: 288.1000
range: 9815	 recall: 0.8900	 QPS: 534	Comps: 894	 Hops: 183.6000
range: 9816	 recall: 1.3000	 QPS: 476	Comps: 1259	 Hops: 266.5000
range: 9817	 recall: 1.0000	 QPS: 545	Comps: 980	 Hops: 209.0000
range: 9818	 recall: 1.1900	 QPS: 472	Comps: 1181	 Hops: 255.5000
range: 9819	 recall: 1.5000	 QPS: 371	Comps: 1497	 Hops: 329.7000
range: 9820	 recall: 0.6000	 QPS: 918	Comps: 569	 Hops: 122.7000
range: 9821	 recall: 0.7000	 QPS: 738	Comps: 725	 Hops: 146.5000
range: 9822	 recall: 0.7000	 QPS: 735	Comps: 725	 Hops: 141.5000
range: 9823	 recall: 1.6700	 QPS: 305	Comps: 1673	 Hops: 360.0000
range: 9824	 recall: 0.7900	 QPS: 634	Comps: 824	 Hops: 182.4000
range: 9825	 recall: 1.3700	 QPS: 411	Comps: 1311	 Hops: 285.0000
range: 9826	 recall: 1.3900	 QPS: 393	Comps: 1296	 Hops: 284.5000
range: 9827	 recall: 1.0000	 QPS: 290	Comps: 967	 Hops: 203.8000
range: 9828	 recall: 1.1600	 QPS: 432	Comps: 1245	 Hops: 243.0000
range: 9829	 recall: 1.8800	 QPS: 295	Comps: 1962	 Hops: 387.3000
range: 9830	 recall: 0.9000	 QPS: 621	Comps: 837	 Hops: 183.0000
range: 9831	 recall: 1.3800	 QPS: 363	Comps: 1469	 Hops: 283.3000
range: 9832	 recall: 1.6000	 QPS: 324	Comps: 1487	 Hops: 330.6000
range: 9833	 recall: 1.0700	 QPS: 326	Comps: 1131	 Hops: 226.1000
range: 9834	 recall: 1.2900	 QPS: 411	Comps: 1208	 Hops: 264.3000
range: 9835	 recall: 1.3000	 QPS: 389	Comps: 1357	 Hops: 276.5000
range: 9836	 recall: 1.8900	 QPS: 279	Comps: 1896	 Hops: 407.3000
range: 9837	 recall: 1.4700	 QPS: 360	Comps: 1608	 Hops: 320.6000
range: 9838	 recall: 2.0800	 QPS: 266	Comps: 1971	 Hops: 426.7000
range: 9839	 recall: 1.0900	 QPS: 478	Comps: 1056	 Hops: 222.5000
range: 9840	 recall: 1.8800	 QPS: 278	Comps: 1927	 Hops: 393.3000
range: 9841	 recall: 1.3800	 QPS: 334	Comps: 1322	 Hops: 284.0000
range: 9842	 recall: 2.0000	 QPS: 242	Comps: 2078	 Hops: 418.3000
range: 9843	 recall: 1.5900	 QPS: 361	Comps: 1628	 Hops: 324.2000
range: 9844	 recall: 2.8800	 QPS: 178	Comps: 2964	 Hops: 600.7000
range: 9845	 recall: 1.4800	 QPS: 372	Comps: 1489	 Hops: 313.5000
range: 9846	 recall: 1.9900	 QPS: 243	Comps: 2012	 Hops: 409.4000
range: 9847	 recall: 2.5900	 QPS: 214	Comps: 2530	 Hops: 534.9000
range: 9848	 recall: 1.9700	 QPS: 275	Comps: 1990	 Hops: 408.8000
range: 9849	 recall: 1.0800	 QPS: 452	Comps: 996	 Hops: 226.7000
range: 9850	 recall: 1.8900	 QPS: 271	Comps: 2045	 Hops: 400.7000
range: 9851	 recall: 1.7800	 QPS: 299	Comps: 1757	 Hops: 380.4000
range: 9852	 recall: 1.5800	 QPS: 368	Comps: 1597	 Hops: 325.7000
range: 9853	 recall: 1.7900	 QPS: 317	Comps: 1708	 Hops: 370.6000
range: 9854	 recall: 1.5000	 QPS: 350	Comps: 1548	 Hops: 328.1000
range: 9855	 recall: 1.9800	 QPS: 270	Comps: 1930	 Hops: 405.6000
range: 9856	 recall: 1.2900	 QPS: 401	Comps: 1174	 Hops: 267.1000
range: 9857	 recall: 1.4000	 QPS: 397	Comps: 1445	 Hops: 292.0000
