Start time: 11:08
dataset: sift1M
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
query_path: /mnt/data/mocheng/dataset/sift/sift_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/sif_gt_sel_1000_1_100000_in_dist_10.json
method: compact
index_k: 8
ef_max: 500
ef_construction: 100
nthreads: 1
ef_search: 300
qrange_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/qrangesel_1000_1_100000_in_dist.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/attr_sel_1_100000_dist.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
range: -992231	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -992024	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -991979	 recall: 0.0000	 QPS: 416667	Comps: 0	 Hops: 0.3000
range: -991670	 recall: 0.0000	 QPS: 222222	Comps: 0	 Hops: 0.3000
range: -991634	 recall: 0.0000	 QPS: 370370	Comps: 0	 Hops: 0.3000
range: -991608	 recall: 0.0000	 QPS: 526316	Comps: 0	 Hops: 0.3000
range: -991475	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -991341	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -991151	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -991136	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -991068	 recall: 0.0000	 QPS: 588235	Comps: 0	 Hops: 0.3000
range: -991022	 recall: 0.0000	 QPS: 322581	Comps: 0	 Hops: 0.3000
range: -990986	 recall: 0.0000	 QPS: 238095	Comps: 0	 Hops: 0.3000
range: -990943	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -990795	 recall: 0.0000	 QPS: 370370	Comps: 0	 Hops: 0.3000
range: -990575	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -990529	 recall: 0.0000	 QPS: 526316	Comps: 0	 Hops: 0.3000
range: -990495	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -990350	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -990046	 recall: 0.0000	 QPS: 344828	Comps: 0	 Hops: 0.3000
range: -990044	 recall: 0.0000	 QPS: 384615	Comps: 0	 Hops: 0.3000
range: 4135	 recall: 0.1000	 QPS: 8460	Comps: 59	 Hops: 30.1000
range: 4371	 recall: 0.1000	 QPS: 8058	Comps: 65	 Hops: 30.2000
range: 4504	 recall: 0.1000	 QPS: 7205	Comps: 75	 Hops: 30.3000
range: 4675	 recall: 0.1000	 QPS: 6553	Comps: 90	 Hops: 30.1000
range: 4692	 recall: 0.1000	 QPS: 6414	Comps: 87	 Hops: 30.4000
range: 4719	 recall: 0.1000	 QPS: 7541	Comps: 71	 Hops: 30.2000
range: 4867	 recall: 0.1000	 QPS: 6215	Comps: 96	 Hops: 30.1000
range: 5202	 recall: 0.1000	 QPS: 6414	Comps: 90	 Hops: 30.1000
range: 5219	 recall: 0.1000	 QPS: 6575	Comps: 86	 Hops: 30.2000
range: 5305	 recall: 0.1000	 QPS: 6631	Comps: 83	 Hops: 30.1000
range: 5730	 recall: 0.1000	 QPS: 7037	Comps: 78	 Hops: 30.2000
range: 6073	 recall: 0.1000	 QPS: 6570	Comps: 88	 Hops: 30.3000
range: 6189	 recall: 0.1000	 QPS: 5176	Comps: 120	 Hops: 31.5000
range: 6213	 recall: 0.1000	 QPS: 5914	Comps: 100	 Hops: 30.5000
range: 6242	 recall: 0.1000	 QPS: 7210	Comps: 77	 Hops: 30.1000
range: 6299	 recall: 0.1000	 QPS: 6337	Comps: 92	 Hops: 30.1000
range: 6332	 recall: 0.1000	 QPS: 6013	Comps: 101	 Hops: 30.3000
range: 6502	 recall: 0.1000	 QPS: 6231	Comps: 96	 Hops: 30.3000
range: 6508	 recall: 0.1000	 QPS: 5688	Comps: 111	 Hops: 30.3000
range: 6912	 recall: 0.1000	 QPS: 6101	Comps: 100	 Hops: 30.3000
range: 6996	 recall: 0.1000	 QPS: 6510	Comps: 84	 Hops: 30.3000
range: 7114	 recall: 0.1000	 QPS: 5498	Comps: 120	 Hops: 30.2000
range: 7228	 recall: 0.1000	 QPS: 4480	Comps: 109	 Hops: 30.4000
range: 7690	 recall: 0.1000	 QPS: 6443	Comps: 89	 Hops: 30.1000
range: 8024	 recall: 0.1000	 QPS: 5089	Comps: 128	 Hops: 30.3000
range: 8151	 recall: 0.1000	 QPS: 5701	Comps: 108	 Hops: 30.2000
range: 8158	 recall: 0.1000	 QPS: 4679	Comps: 133	 Hops: 33.3000
range: 8168	 recall: 0.1000	 QPS: 5675	Comps: 112	 Hops: 30.1000
range: 8240	 recall: 0.1000	 QPS: 4980	Comps: 128	 Hops: 30.2000
range: 8354	 recall: 0.1000	 QPS: 5171	Comps: 127	 Hops: 30.1000
range: 8600	 recall: 0.1000	 QPS: 5659	Comps: 113	 Hops: 30.1000
range: 8674	 recall: 0.1000	 QPS: 5479	Comps: 116	 Hops: 30.3000
range: 8871	 recall: 0.1000	 QPS: 5754	Comps: 112	 Hops: 30.2000
range: 8922	 recall: 0.1000	 QPS: 5485	Comps: 101	 Hops: 33.6000
range: 8933	 recall: 0.1000	 QPS: 5637	Comps: 115	 Hops: 30.3000
range: 8955	 recall: 0.1000	 QPS: 5126	Comps: 131	 Hops: 30.2000
range: 8987	 recall: 0.2000	 QPS: 2545	Comps: 260	 Hops: 60.3000
range: 9204	 recall: 0.1000	 QPS: 4470	Comps: 141	 Hops: 34.7000
range: 9255	 recall: 0.1000	 QPS: 5491	Comps: 117	 Hops: 30.1000
range: 9429	 recall: 0.1000	 QPS: 6835	Comps: 80	 Hops: 30.2000
range: 9534	 recall: 0.1000	 QPS: 5546	Comps: 114	 Hops: 30.1000
range: 9567	 recall: 0.1000	 QPS: 5371	Comps: 105	 Hops: 30.2000
range: 9572	 recall: 0.2000	 QPS: 2343	Comps: 258	 Hops: 60.6000
range: 9580	 recall: 0.1000	 QPS: 4717	Comps: 133	 Hops: 30.3000
range: 9586	 recall: 0.1000	 QPS: 4382	Comps: 123	 Hops: 33.7000
range: 9587	 recall: 0.2000	 QPS: 2747	Comps: 200	 Hops: 60.4000
range: 9598	 recall: 0.1900	 QPS: 2487	Comps: 244	 Hops: 60.4000
range: 9608	 recall: 0.1000	 QPS: 4826	Comps: 133	 Hops: 30.8000
range: 9616	 recall: 0.1000	 QPS: 4883	Comps: 136	 Hops: 30.3000
range: 9634	 recall: 0.1000	 QPS: 5043	Comps: 115	 Hops: 30.4000
range: 9638	 recall: 0.2000	 QPS: 2267	Comps: 276	 Hops: 60.3000
range: 9639	 recall: 0.1000	 QPS: 3635	Comps: 130	 Hops: 30.1000
range: 9640	 recall: 0.1000	 QPS: 4480	Comps: 139	 Hops: 30.3000
range: 9641	 recall: 0.2000	 QPS: 2142	Comps: 282	 Hops: 63.6000
range: 9642	 recall: 0.1000	 QPS: 4435	Comps: 143	 Hops: 30.1000
range: 9645	 recall: 0.2000	 QPS: 2537	Comps: 227	 Hops: 60.7000
range: 9646	 recall: 0.1000	 QPS: 4541	Comps: 136	 Hops: 30.1000
range: 9648	 recall: 0.2000	 QPS: 2348	Comps: 264	 Hops: 60.4000
range: 9651	 recall: 0.1000	 QPS: 4907	Comps: 122	 Hops: 30.1000
range: 9665	 recall: 0.1000	 QPS: 4062	Comps: 112	 Hops: 30.3000
range: 9667	 recall: 0.1900	 QPS: 2396	Comps: 256	 Hops: 60.3000
range: 9670	 recall: 0.1000	 QPS: 4924	Comps: 114	 Hops: 30.4000
range: 9673	 recall: 0.1000	 QPS: 4440	Comps: 144	 Hops: 30.2000
range: 9674	 recall: 0.1000	 QPS: 4244	Comps: 151	 Hops: 30.4000
range: 9676	 recall: 0.0900	 QPS: 4174	Comps: 153	 Hops: 30.2000
range: 9677	 recall: 0.1000	 QPS: 5189	Comps: 112	 Hops: 30.2000
range: 9678	 recall: 0.1000	 QPS: 5003	Comps: 118	 Hops: 30.1000
range: 9682	 recall: 0.2000	 QPS: 2372	Comps: 255	 Hops: 60.3000
range: 9683	 recall: 0.1000	 QPS: 4517	Comps: 135	 Hops: 30.1000
range: 9685	 recall: 0.2000	 QPS: 2186	Comps: 235	 Hops: 60.3000
range: 9686	 recall: 0.2000	 QPS: 2681	Comps: 214	 Hops: 60.4000
range: 9687	 recall: 0.1000	 QPS: 4963	Comps: 116	 Hops: 30.2000
range: 9688	 recall: 0.1000	 QPS: 4437	Comps: 142	 Hops: 30.4000
range: 9689	 recall: 0.2000	 QPS: 2229	Comps: 281	 Hops: 61.3000
range: 9690	 recall: 0.4000	 QPS: 1334	Comps: 429	 Hops: 120.8000
range: 9691	 recall: 0.2000	 QPS: 2667	Comps: 213	 Hops: 60.3000
range: 9692	 recall: 0.2000	 QPS: 2319	Comps: 270	 Hops: 60.5000
range: 9694	 recall: 0.1000	 QPS: 5274	Comps: 104	 Hops: 30.3000
range: 9695	 recall: 0.2000	 QPS: 2164	Comps: 290	 Hops: 61.0000
range: 9696	 recall: 0.2000	 QPS: 2682	Comps: 217	 Hops: 60.2000
range: 9698	 recall: 0.1000	 QPS: 5105	Comps: 131	 Hops: 30.3000
range: 9700	 recall: 0.1000	 QPS: 4785	Comps: 130	 Hops: 30.1000
range: 9702	 recall: 0.1000	 QPS: 4161	Comps: 133	 Hops: 34.6000
range: 9705	 recall: 0.1900	 QPS: 2073	Comps: 258	 Hops: 60.3000
range: 9706	 recall: 0.2000	 QPS: 2333	Comps: 263	 Hops: 60.3000
range: 9707	 recall: 0.3000	 QPS: 1602	Comps: 362	 Hops: 93.7000
range: 9708	 recall: 0.1000	 QPS: 6057	Comps: 86	 Hops: 30.1000
range: 9709	 recall: 0.1000	 QPS: 5685	Comps: 108	 Hops: 30.2000
range: 9713	 recall: 0.2000	 QPS: 2229	Comps: 287	 Hops: 60.5000
range: 9714	 recall: 0.2000	 QPS: 2530	Comps: 232	 Hops: 60.2000
range: 9715	 recall: 0.2000	 QPS: 2112	Comps: 286	 Hops: 63.9000
range: 9716	 recall: 0.2000	 QPS: 2177	Comps: 299	 Hops: 60.5000
range: 9717	 recall: 0.1000	 QPS: 4369	Comps: 146	 Hops: 30.3000
range: 9719	 recall: 0.2000	 QPS: 2383	Comps: 247	 Hops: 61.2000
range: 9720	 recall: 0.2000	 QPS: 2001	Comps: 294	 Hops: 69.1000
range: 9721	 recall: 0.4000	 QPS: 1340	Comps: 410	 Hops: 120.8000
range: 9722	 recall: 0.4000	 QPS: 1136	Comps: 552	 Hops: 120.9000
range: 9724	 recall: 0.1000	 QPS: 4955	Comps: 106	 Hops: 32.0000
range: 9726	 recall: 0.2000	 QPS: 2400	Comps: 251	 Hops: 61.8000
range: 9727	 recall: 0.2000	 QPS: 2371	Comps: 261	 Hops: 60.4000
range: 9728	 recall: 0.1000	 QPS: 4376	Comps: 143	 Hops: 30.3000
range: 9730	 recall: 0.3000	 QPS: 1700	Comps: 342	 Hops: 90.6000
range: 9731	 recall: 0.1000	 QPS: 4283	Comps: 151	 Hops: 30.2000
range: 9732	 recall: 0.2000	 QPS: 2160	Comps: 287	 Hops: 60.4000
range: 9733	 recall: 0.3000	 QPS: 1523	Comps: 420	 Hops: 90.7000
range: 9734	 recall: 0.2000	 QPS: 2281	Comps: 277	 Hops: 60.5000
range: 9735	 recall: 0.2000	 QPS: 2384	Comps: 260	 Hops: 60.4000
range: 9736	 recall: 0.2000	 QPS: 2443	Comps: 249	 Hops: 60.5000
range: 9737	 recall: 0.2000	 QPS: 2506	Comps: 244	 Hops: 60.4000
range: 9739	 recall: 0.2000	 QPS: 2263	Comps: 222	 Hops: 60.3000
range: 9740	 recall: 0.1000	 QPS: 4623	Comps: 136	 Hops: 30.3000
range: 9741	 recall: 0.3000	 QPS: 1600	Comps: 383	 Hops: 90.7000
range: 9742	 recall: 0.4000	 QPS: 1211	Comps: 495	 Hops: 120.7000
range: 9744	 recall: 0.2000	 QPS: 2410	Comps: 266	 Hops: 60.5000
range: 9745	 recall: 0.2000	 QPS: 2429	Comps: 253	 Hops: 60.6000
range: 9746	 recall: 0.2000	 QPS: 2443	Comps: 246	 Hops: 60.3000
range: 9747	 recall: 0.3000	 QPS: 1730	Comps: 326	 Hops: 93.0000
range: 9749	 recall: 0.3000	 QPS: 1538	Comps: 388	 Hops: 94.1000
range: 9750	 recall: 0.4000	 QPS: 1003	Comps: 582	 Hops: 123.3000
range: 9751	 recall: 0.3000	 QPS: 1644	Comps: 363	 Hops: 90.4000
range: 9752	 recall: 0.2000	 QPS: 2760	Comps: 211	 Hops: 60.5000
range: 9753	 recall: 0.2000	 QPS: 2388	Comps: 261	 Hops: 60.4000
range: 9754	 recall: 0.2000	 QPS: 2493	Comps: 241	 Hops: 60.3000
range: 9756	 recall: 0.2000	 QPS: 2154	Comps: 239	 Hops: 60.6000
range: 9757	 recall: 0.5000	 QPS: 889	Comps: 709	 Hops: 156.8000
range: 9758	 recall: 0.5000	 QPS: 958	Comps: 637	 Hops: 150.8000
range: 9759	 recall: 0.1900	 QPS: 2104	Comps: 301	 Hops: 62.2000
range: 9760	 recall: 0.3000	 QPS: 1669	Comps: 362	 Hops: 90.6000
range: 9761	 recall: 0.5000	 QPS: 939	Comps: 661	 Hops: 152.2000
range: 9762	 recall: 0.2000	 QPS: 2377	Comps: 259	 Hops: 60.2000
range: 9763	 recall: 0.3000	 QPS: 1508	Comps: 422	 Hops: 90.5000
range: 9764	 recall: 0.3000	 QPS: 1544	Comps: 406	 Hops: 90.6000
range: 9765	 recall: 0.8700	 QPS: 498	Comps: 1210	 Hops: 283.4000
range: 9766	 recall: 0.4900	 QPS: 923	Comps: 651	 Hops: 154.7000
range: 9767	 recall: 0.4000	 QPS: 1386	Comps: 397	 Hops: 120.8000
range: 9768	 recall: 0.1900	 QPS: 2470	Comps: 251	 Hops: 60.5000
range: 9769	 recall: 0.2900	 QPS: 1461	Comps: 396	 Hops: 101.6000
range: 9770	 recall: 0.4000	 QPS: 1181	Comps: 532	 Hops: 120.7000
range: 9771	 recall: 0.7000	 QPS: 686	Comps: 891	 Hops: 211.8000
range: 9772	 recall: 0.5900	 QPS: 787	Comps: 728	 Hops: 181.4000
range: 9773	 recall: 0.2900	 QPS: 1595	Comps: 390	 Hops: 90.7000
range: 9774	 recall: 0.4000	 QPS: 1250	Comps: 466	 Hops: 122.9000
range: 9775	 recall: 0.2900	 QPS: 1689	Comps: 361	 Hops: 90.3000
range: 9776	 recall: 0.4000	 QPS: 1232	Comps: 488	 Hops: 121.2000
range: 9777	 recall: 0.7900	 QPS: 614	Comps: 985	 Hops: 241.7000
range: 9778	 recall: 0.4000	 QPS: 1271	Comps: 459	 Hops: 121.9000
range: 9779	 recall: 0.4000	 QPS: 1215	Comps: 490	 Hops: 121.2000
range: 9780	 recall: 0.4000	 QPS: 1160	Comps: 538	 Hops: 120.5000
range: 9781	 recall: 0.3000	 QPS: 1731	Comps: 339	 Hops: 91.2000
range: 9782	 recall: 0.3000	 QPS: 1383	Comps: 437	 Hops: 98.6000
range: 9783	 recall: 0.3000	 QPS: 1531	Comps: 401	 Hops: 91.8000
range: 9784	 recall: 0.2000	 QPS: 2438	Comps: 247	 Hops: 60.4000
range: 9786	 recall: 0.4000	 QPS: 1134	Comps: 533	 Hops: 124.9000
range: 9787	 recall: 0.2000	 QPS: 2639	Comps: 224	 Hops: 60.4000
range: 9788	 recall: 0.7000	 QPS: 666	Comps: 925	 Hops: 212.0000
range: 9789	 recall: 0.1000	 QPS: 5249	Comps: 102	 Hops: 31.6000
range: 9790	 recall: 0.3900	 QPS: 1047	Comps: 529	 Hops: 128.3000
range: 9791	 recall: 0.3000	 QPS: 1321	Comps: 446	 Hops: 108.7000
range: 9792	 recall: 0.6000	 QPS: 782	Comps: 786	 Hops: 181.5000
range: 9793	 recall: 0.6800	 QPS: 632	Comps: 989	 Hops: 214.8000
range: 9794	 recall: 0.6000	 QPS: 778	Comps: 736	 Hops: 185.2000
range: 9795	 recall: 0.4000	 QPS: 1158	Comps: 533	 Hops: 121.4000
range: 9796	 recall: 0.9000	 QPS: 555	Comps: 1069	 Hops: 272.9000
range: 9797	 recall: 0.6000	 QPS: 775	Comps: 768	 Hops: 187.4000
range: 9798	 recall: 0.7900	 QPS: 584	Comps: 1046	 Hops: 244.0000
range: 9799	 recall: 0.6900	 QPS: 631	Comps: 961	 Hops: 221.6000
range: 9800	 recall: 0.2000	 QPS: 2371	Comps: 258	 Hops: 60.7000
range: 9801	 recall: 1.0000	 QPS: 464	Comps: 1343	 Hops: 302.7000
range: 9802	 recall: 0.7000	 QPS: 624	Comps: 995	 Hops: 216.7000
range: 9803	 recall: 1.1000	 QPS: 424	Comps: 1466	 Hops: 335.2000
range: 9804	 recall: 1.2900	 QPS: 372	Comps: 1623	 Hops: 394.2000
range: 9805	 recall: 0.9900	 QPS: 469	Comps: 1309	 Hops: 303.8000
range: 9806	 recall: 0.7900	 QPS: 285	Comps: 1005	 Hops: 258.1000
range: 9807	 recall: 0.6900	 QPS: 693	Comps: 876	 Hops: 211.0000
range: 9808	 recall: 0.9900	 QPS: 473	Comps: 1294	 Hops: 304.8000
range: 9809	 recall: 1.1000	 QPS: 436	Comps: 1404	 Hops: 332.8000
range: 9810	 recall: 0.6900	 QPS: 682	Comps: 900	 Hops: 213.2000
range: 9811	 recall: 1.1900	 QPS: 406	Comps: 1508	 Hops: 365.8000
range: 9812	 recall: 1.2000	 QPS: 416	Comps: 1412	 Hops: 367.0000
range: 9813	 recall: 1.0000	 QPS: 480	Comps: 1235	 Hops: 307.8000
range: 9814	 recall: 1.3900	 QPS: 333	Comps: 1795	 Hops: 427.0000
range: 9815	 recall: 0.8900	 QPS: 511	Comps: 1147	 Hops: 273.2000
range: 9816	 recall: 1.3000	 QPS: 364	Comps: 1635	 Hops: 396.3000
range: 9817	 recall: 1.0000	 QPS: 476	Comps: 1246	 Hops: 308.8000
range: 9818	 recall: 1.1900	 QPS: 379	Comps: 1544	 Hops: 375.1000
range: 9819	 recall: 1.5000	 QPS: 308	Comps: 1900	 Hops: 478.7000
range: 9820	 recall: 0.6000	 QPS: 813	Comps: 744	 Hops: 182.6000
range: 9821	 recall: 0.7000	 QPS: 667	Comps: 917	 Hops: 216.2000
range: 9822	 recall: 0.7000	 QPS: 666	Comps: 937	 Hops: 211.5000
range: 9823	 recall: 1.6800	 QPS: 279	Comps: 2175	 Hops: 529.2000
range: 9824	 recall: 0.8900	 QPS: 514	Comps: 1169	 Hops: 299.5000
range: 9825	 recall: 1.3800	 QPS: 354	Comps: 1685	 Hops: 424.0000
range: 9826	 recall: 1.3900	 QPS: 346	Comps: 1682	 Hops: 424.3000
range: 9827	 recall: 1.0000	 QPS: 488	Comps: 1234	 Hops: 303.8000
range: 9828	 recall: 1.1700	 QPS: 387	Comps: 1617	 Hops: 362.4000
range: 9829	 recall: 1.8900	 QPS: 245	Comps: 2519	 Hops: 576.7000
range: 9830	 recall: 0.9000	 QPS: 554	Comps: 1084	 Hops: 273.3000
range: 9831	 recall: 1.3900	 QPS: 325	Comps: 1912	 Hops: 422.8000
range: 9832	 recall: 1.6000	 QPS: 297	Comps: 1941	 Hops: 490.2000
range: 9833	 recall: 1.0700	 QPS: 289	Comps: 1443	 Hops: 335.9000
range: 9834	 recall: 1.2900	 QPS: 368	Comps: 1568	 Hops: 393.8000
range: 9835	 recall: 1.3000	 QPS: 342	Comps: 1765	 Hops: 406.0000
range: 9836	 recall: 1.9000	 QPS: 247	Comps: 2434	 Hops: 596.6000
range: 9837	 recall: 1.4800	 QPS: 299	Comps: 2053	 Hops: 470.3000
range: 9838	 recall: 2.0800	 QPS: 232	Comps: 2555	 Hops: 635.8000
range: 9839	 recall: 1.0900	 QPS: 440	Comps: 1380	 Hops: 332.3000
range: 9840	 recall: 1.8900	 QPS: 244	Comps: 2495	 Hops: 582.4000
range: 9841	 recall: 1.3900	 QPS: 343	Comps: 1724	 Hops: 423.8000
range: 9842	 recall: 2.0000	 QPS: 226	Comps: 2671	 Hops: 617.4000
range: 9843	 recall: 1.5900	 QPS: 302	Comps: 2106	 Hops: 484.0000
range: 9844	 recall: 2.8900	 QPS: 162	Comps: 3827	 Hops: 889.9000
range: 9845	 recall: 1.4900	 QPS: 308	Comps: 1924	 Hops: 462.8000
range: 9846	 recall: 2.0000	 QPS: 237	Comps: 2600	 Hops: 608.8000
range: 9847	 recall: 2.5900	 QPS: 182	Comps: 3285	 Hops: 793.4000
range: 9848	 recall: 1.9700	 QPS: 239	Comps: 2596	 Hops: 607.8000
range: 9849	 recall: 1.0900	 QPS: 441	Comps: 1316	 Hops: 336.4000
range: 9850	 recall: 1.8900	 QPS: 239	Comps: 2596	 Hops: 590.1000
range: 9851	 recall: 1.7800	 QPS: 265	Comps: 2253	 Hops: 559.7000
range: 9852	 recall: 1.5900	 QPS: 298	Comps: 2057	 Hops: 484.8000
range: 9853	 recall: 1.7900	 QPS: 272	Comps: 2225	 Hops: 550.5000
range: 9854	 recall: 1.5000	 QPS: 296	Comps: 2002	 Hops: 487.8000
range: 9855	 recall: 2.0000	 QPS: 242	Comps: 2520	 Hops: 604.6000
range: 9856	 recall: 1.2900	 QPS: 374	Comps: 1536	 Hops: 397.0000
range: 9857	 recall: 1.4000	 QPS: 332	Comps: 1836	 Hops: 431.7000
