Start time: 11:08
dataset: sift1M
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
query_path: /mnt/data/mocheng/dataset/sift/sift_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/sif_gt_sel_1000_1_100000_in_dist_10.json
method: compact
index_k: 8
ef_max: 500
ef_construction: 100
nthreads: 1
ef_search: 60
qrange_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/qrangesel_1000_1_100000_in_dist.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/attr_sel_1_100000_dist.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
range: -992231	 recall: 0.0000	 QPS: 303030	Comps: 0	 Hops: 0.3000
range: -992024	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -991979	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -991670	 recall: 0.0000	 QPS: 303030	Comps: 0	 Hops: 0.3000
range: -991634	 recall: 0.0000	 QPS: 322581	Comps: 0	 Hops: 0.3000
range: -991608	 recall: 0.0000	 QPS: 588235	Comps: 0	 Hops: 0.3000
range: -991475	 recall: 0.0000	 QPS: 555556	Comps: 0	 Hops: 0.3000
range: -991341	 recall: 0.0000	 QPS: 370370	Comps: 0	 Hops: 0.3000
range: -991151	 recall: 0.0000	 QPS: 370370	Comps: 0	 Hops: 0.3000
range: -991136	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: -991068	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -991022	 recall: 0.0000	 QPS: 400000	Comps: 0	 Hops: 0.3000
range: -990986	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -990943	 recall: 0.0000	 QPS: 769231	Comps: 0	 Hops: 0.3000
range: -990795	 recall: 0.0000	 QPS: 384615	Comps: 0	 Hops: 0.3000
range: -990575	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -990529	 recall: 0.0000	 QPS: 588235	Comps: 0	 Hops: 0.3000
range: -990495	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -990350	 recall: 0.0000	 QPS: 769231	Comps: 0	 Hops: 0.3000
range: -990046	 recall: 0.0000	 QPS: 526316	Comps: 0	 Hops: 0.3000
range: -990044	 recall: 0.0000	 QPS: 476190	Comps: 0	 Hops: 0.3000
range: 4135	 recall: 0.1000	 QPS: 34130	Comps: 17	 Hops: 6.4000
range: 4371	 recall: 0.1000	 QPS: 29412	Comps: 20	 Hops: 6.3000
range: 4504	 recall: 0.1000	 QPS: 22883	Comps: 29	 Hops: 6.6000
range: 4675	 recall: 0.0900	 QPS: 24752	Comps: 30	 Hops: 6.1000
range: 4692	 recall: 0.0600	 QPS: 19763	Comps: 36	 Hops: 6.5000
range: 4719	 recall: 0.1000	 QPS: 29674	Comps: 20	 Hops: 6.4000
range: 4867	 recall: 0.1000	 QPS: 22472	Comps: 33	 Hops: 6.2000
range: 5202	 recall: 0.0600	 QPS: 20619	Comps: 32	 Hops: 6.6000
range: 5219	 recall: 0.1000	 QPS: 24752	Comps: 26	 Hops: 6.5000
range: 5305	 recall: 0.0900	 QPS: 24691	Comps: 29	 Hops: 6.3000
range: 5730	 recall: 0.1000	 QPS: 25126	Comps: 25	 Hops: 6.7000
range: 6073	 recall: 0.1000	 QPS: 24450	Comps: 27	 Hops: 6.2000
range: 6189	 recall: 0.0800	 QPS: 13831	Comps: 51	 Hops: 7.5000
range: 6213	 recall: 0.0600	 QPS: 18622	Comps: 39	 Hops: 6.5000
range: 6242	 recall: 0.1000	 QPS: 25063	Comps: 25	 Hops: 6.5000
range: 6299	 recall: 0.1000	 QPS: 23202	Comps: 30	 Hops: 6.4000
range: 6332	 recall: 0.0900	 QPS: 19493	Comps: 36	 Hops: 6.2000
range: 6502	 recall: 0.1000	 QPS: 23041	Comps: 32	 Hops: 6.2000
range: 6508	 recall: 0.1000	 QPS: 17361	Comps: 43	 Hops: 7.1000
range: 6912	 recall: 0.1000	 QPS: 22779	Comps: 32	 Hops: 6.4000
range: 6996	 recall: 0.1000	 QPS: 20747	Comps: 30	 Hops: 6.5000
range: 7114	 recall: 0.0900	 QPS: 18149	Comps: 42	 Hops: 6.5000
range: 7228	 recall: 0.0900	 QPS: 21459	Comps: 34	 Hops: 6.3000
range: 7690	 recall: 0.1000	 QPS: 25063	Comps: 26	 Hops: 6.2000
range: 8024	 recall: 0.0700	 QPS: 16750	Comps: 48	 Hops: 6.7000
range: 8151	 recall: 0.1000	 QPS: 20367	Comps: 37	 Hops: 6.2000
range: 8158	 recall: 0.1000	 QPS: 12837	Comps: 56	 Hops: 9.4000
range: 8168	 recall: 0.1000	 QPS: 20000	Comps: 36	 Hops: 6.3000
range: 8240	 recall: 0.0800	 QPS: 17065	Comps: 43	 Hops: 6.9000
range: 8354	 recall: 0.0900	 QPS: 16502	Comps: 48	 Hops: 6.1000
range: 8600	 recall: 0.1000	 QPS: 20877	Comps: 34	 Hops: 6.2000
range: 8674	 recall: 0.1000	 QPS: 13550	Comps: 41	 Hops: 6.7000
range: 8871	 recall: 0.1000	 QPS: 21598	Comps: 34	 Hops: 6.4000
range: 8922	 recall: 0.1000	 QPS: 14085	Comps: 45	 Hops: 9.7000
range: 8933	 recall: 0.1000	 QPS: 16447	Comps: 34	 Hops: 6.5000
range: 8955	 recall: 0.1000	 QPS: 14245	Comps: 44	 Hops: 6.3000
range: 8987	 recall: 0.1800	 QPS: 8026	Comps: 96	 Hops: 13.0000
range: 9204	 recall: 0.0800	 QPS: 11848	Comps: 59	 Hops: 10.7000
range: 9255	 recall: 0.1000	 QPS: 20790	Comps: 38	 Hops: 6.1000
range: 9429	 recall: 0.1000	 QPS: 24876	Comps: 23	 Hops: 6.3000
range: 9534	 recall: 0.0900	 QPS: 19157	Comps: 40	 Hops: 6.1000
range: 9567	 recall: 0.1000	 QPS: 21786	Comps: 30	 Hops: 6.3000
range: 9572	 recall: 0.2000	 QPS: 6329	Comps: 106	 Hops: 12.7000
range: 9580	 recall: 0.1000	 QPS: 14684	Comps: 51	 Hops: 6.5000
range: 9586	 recall: 0.1000	 QPS: 11038	Comps: 59	 Hops: 9.8000
range: 9587	 recall: 0.1900	 QPS: 9862	Comps: 65	 Hops: 12.5000
range: 9598	 recall: 0.1600	 QPS: 9149	Comps: 78	 Hops: 12.6000
range: 9608	 recall: 0.1000	 QPS: 15898	Comps: 40	 Hops: 7.6000
range: 9616	 recall: 0.0900	 QPS: 17241	Comps: 46	 Hops: 6.3000
range: 9634	 recall: 0.0900	 QPS: 15873	Comps: 43	 Hops: 6.4000
range: 9638	 recall: 0.1800	 QPS: 7862	Comps: 94	 Hops: 12.7000
range: 9639	 recall: 0.0900	 QPS: 15175	Comps: 46	 Hops: 6.8000
range: 9640	 recall: 0.1000	 QPS: 15974	Comps: 44	 Hops: 6.6000
range: 9641	 recall: 0.1800	 QPS: 6365	Comps: 111	 Hops: 15.7000
range: 9642	 recall: 0.1000	 QPS: 14104	Comps: 58	 Hops: 6.3000
range: 9645	 recall: 0.2000	 QPS: 8084	Comps: 80	 Hops: 13.1000
range: 9646	 recall: 0.1000	 QPS: 15748	Comps: 47	 Hops: 6.2000
range: 9648	 recall: 0.1900	 QPS: 8598	Comps: 86	 Hops: 12.5000
range: 9651	 recall: 0.0900	 QPS: 16313	Comps: 45	 Hops: 6.1000
range: 9665	 recall: 0.1000	 QPS: 20661	Comps: 34	 Hops: 6.5000
range: 9667	 recall: 0.1700	 QPS: 7994	Comps: 88	 Hops: 12.7000
range: 9670	 recall: 0.1000	 QPS: 14368	Comps: 47	 Hops: 6.5000
range: 9673	 recall: 0.1000	 QPS: 15480	Comps: 46	 Hops: 6.3000
range: 9674	 recall: 0.1000	 QPS: 12642	Comps: 60	 Hops: 6.4000
range: 9676	 recall: 0.0900	 QPS: 13736	Comps: 55	 Hops: 6.3000
range: 9677	 recall: 0.1000	 QPS: 20747	Comps: 33	 Hops: 6.3000
range: 9678	 recall: 0.1000	 QPS: 19231	Comps: 34	 Hops: 6.1000
range: 9682	 recall: 0.1800	 QPS: 8157	Comps: 91	 Hops: 12.4000
range: 9683	 recall: 0.1000	 QPS: 15291	Comps: 49	 Hops: 6.3000
range: 9685	 recall: 0.2000	 QPS: 9862	Comps: 74	 Hops: 12.4000
range: 9686	 recall: 0.1800	 QPS: 9662	Comps: 66	 Hops: 13.5000
range: 9687	 recall: 0.1000	 QPS: 16835	Comps: 38	 Hops: 6.7000
range: 9688	 recall: 0.0600	 QPS: 15456	Comps: 47	 Hops: 6.3000
range: 9689	 recall: 0.2000	 QPS: 6906	Comps: 104	 Hops: 13.7000
range: 9690	 recall: 0.3800	 QPS: 4686	Comps: 140	 Hops: 25.4000
range: 9691	 recall: 0.2000	 QPS: 9533	Comps: 72	 Hops: 12.3000
range: 9692	 recall: 0.1900	 QPS: 8190	Comps: 90	 Hops: 12.7000
range: 9694	 recall: 0.1000	 QPS: 17094	Comps: 39	 Hops: 6.5000
range: 9695	 recall: 0.2000	 QPS: 6050	Comps: 105	 Hops: 13.1000
range: 9696	 recall: 0.2000	 QPS: 10331	Comps: 69	 Hops: 12.2000
range: 9698	 recall: 0.1000	 QPS: 17361	Comps: 44	 Hops: 6.5000
range: 9700	 recall: 0.1000	 QPS: 15198	Comps: 48	 Hops: 6.2000
range: 9702	 recall: 0.1000	 QPS: 9881	Comps: 69	 Hops: 10.8000
range: 9705	 recall: 0.1800	 QPS: 8873	Comps: 81	 Hops: 12.4000
range: 9706	 recall: 0.1600	 QPS: 7599	Comps: 94	 Hops: 13.3000
range: 9707	 recall: 0.3000	 QPS: 5074	Comps: 131	 Hops: 22.0000
range: 9708	 recall: 0.1000	 QPS: 22573	Comps: 27	 Hops: 6.3000
range: 9709	 recall: 0.1000	 QPS: 19960	Comps: 36	 Hops: 6.2000
range: 9713	 recall: 0.1900	 QPS: 7331	Comps: 100	 Hops: 12.6000
range: 9714	 recall: 0.2000	 QPS: 9615	Comps: 73	 Hops: 12.2000
range: 9715	 recall: 0.2000	 QPS: 6050	Comps: 120	 Hops: 16.8000
range: 9716	 recall: 0.1800	 QPS: 9251	Comps: 72	 Hops: 12.6000
range: 9717	 recall: 0.1000	 QPS: 15699	Comps: 45	 Hops: 6.4000
range: 9719	 recall: 0.2000	 QPS: 8368	Comps: 85	 Hops: 13.5000
range: 9720	 recall: 0.1000	 QPS: 8780	Comps: 70	 Hops: 14.5000
range: 9721	 recall: 0.3900	 QPS: 4613	Comps: 145	 Hops: 25.0000
range: 9722	 recall: 0.3900	 QPS: 3610	Comps: 203	 Hops: 25.7000
range: 9724	 recall: 0.1000	 QPS: 13908	Comps: 41	 Hops: 8.1000
range: 9726	 recall: 0.2000	 QPS: 7746	Comps: 85	 Hops: 13.9000
range: 9727	 recall: 0.1900	 QPS: 7698	Comps: 94	 Hops: 12.6000
range: 9728	 recall: 0.0800	 QPS: 15015	Comps: 50	 Hops: 6.3000
range: 9730	 recall: 0.3000	 QPS: 5426	Comps: 132	 Hops: 19.3000
range: 9731	 recall: 0.0900	 QPS: 13441	Comps: 58	 Hops: 6.5000
range: 9732	 recall: 0.1900	 QPS: 6793	Comps: 110	 Hops: 12.7000
range: 9733	 recall: 0.2700	 QPS: 5379	Comps: 140	 Hops: 19.0000
range: 9734	 recall: 0.2000	 QPS: 7616	Comps: 96	 Hops: 12.7000
range: 9735	 recall: 0.2000	 QPS: 7710	Comps: 96	 Hops: 12.5000
range: 9736	 recall: 0.1900	 QPS: 8496	Comps: 86	 Hops: 12.8000
range: 9737	 recall: 0.2000	 QPS: 8032	Comps: 91	 Hops: 12.5000
range: 9739	 recall: 0.1900	 QPS: 10526	Comps: 61	 Hops: 12.2000
range: 9740	 recall: 0.1000	 QPS: 18868	Comps: 39	 Hops: 6.3000
range: 9741	 recall: 0.3000	 QPS: 5244	Comps: 140	 Hops: 19.1000
range: 9742	 recall: 0.3400	 QPS: 4058	Comps: 175	 Hops: 26.7000
range: 9744	 recall: 0.2000	 QPS: 8382	Comps: 89	 Hops: 12.7000
range: 9745	 recall: 0.1900	 QPS: 9107	Comps: 81	 Hops: 12.6000
range: 9746	 recall: 0.2000	 QPS: 7610	Comps: 96	 Hops: 12.5000
range: 9747	 recall: 0.3000	 QPS: 5970	Comps: 106	 Hops: 21.0000
range: 9749	 recall: 0.3000	 QPS: 4671	Comps: 146	 Hops: 22.6000
range: 9750	 recall: 0.3800	 QPS: 3521	Comps: 209	 Hops: 27.9000
range: 9751	 recall: 0.2900	 QPS: 5914	Comps: 125	 Hops: 18.5000
range: 9752	 recall: 0.2000	 QPS: 9132	Comps: 64	 Hops: 12.6000
range: 9753	 recall: 0.1800	 QPS: 8410	Comps: 88	 Hops: 12.5000
range: 9754	 recall: 0.2000	 QPS: 8425	Comps: 86	 Hops: 12.5000
range: 9756	 recall: 0.2000	 QPS: 8532	Comps: 81	 Hops: 12.9000
range: 9757	 recall: 0.4900	 QPS: 2802	Comps: 260	 Hops: 37.2000
range: 9758	 recall: 0.4500	 QPS: 3372	Comps: 214	 Hops: 31.6000
range: 9759	 recall: 0.1800	 QPS: 6414	Comps: 113	 Hops: 14.6000
range: 9760	 recall: 0.3000	 QPS: 5858	Comps: 118	 Hops: 19.4000
range: 9761	 recall: 0.4700	 QPS: 3108	Comps: 234	 Hops: 33.1000
range: 9762	 recall: 0.1900	 QPS: 8425	Comps: 88	 Hops: 12.6000
range: 9763	 recall: 0.3000	 QPS: 5115	Comps: 151	 Hops: 18.9000
range: 9764	 recall: 0.2800	 QPS: 5325	Comps: 137	 Hops: 19.0000
range: 9765	 recall: 0.8200	 QPS: 1526	Comps: 470	 Hops: 68.1000
range: 9766	 recall: 0.4900	 QPS: 2941	Comps: 233	 Hops: 35.4000
range: 9767	 recall: 0.3900	 QPS: 4897	Comps: 133	 Hops: 25.4000
range: 9768	 recall: 0.1800	 QPS: 9158	Comps: 77	 Hops: 12.5000
range: 9769	 recall: 0.1900	 QPS: 6200	Comps: 110	 Hops: 19.1000
range: 9770	 recall: 0.3800	 QPS: 4254	Comps: 170	 Hops: 25.5000
range: 9771	 recall: 0.6700	 QPS: 2191	Comps: 335	 Hops: 45.1000
range: 9772	 recall: 0.5800	 QPS: 2883	Comps: 247	 Hops: 38.0000
range: 9773	 recall: 0.2800	 QPS: 5824	Comps: 124	 Hops: 18.9000
range: 9774	 recall: 0.4000	 QPS: 4112	Comps: 156	 Hops: 28.1000
range: 9775	 recall: 0.2800	 QPS: 6964	Comps: 100	 Hops: 18.8000
range: 9776	 recall: 0.4000	 QPS: 4156	Comps: 172	 Hops: 25.8000
range: 9777	 recall: 0.7400	 QPS: 2064	Comps: 344	 Hops: 50.6000
range: 9778	 recall: 0.3800	 QPS: 4279	Comps: 158	 Hops: 26.3000
range: 9779	 recall: 0.3900	 QPS: 3868	Comps: 186	 Hops: 25.4000
range: 9780	 recall: 0.3800	 QPS: 3852	Comps: 195	 Hops: 25.1000
range: 9781	 recall: 0.3000	 QPS: 5376	Comps: 127	 Hops: 19.9000
range: 9782	 recall: 0.2000	 QPS: 5435	Comps: 126	 Hops: 20.6000
range: 9783	 recall: 0.2900	 QPS: 5107	Comps: 139	 Hops: 20.1000
range: 9784	 recall: 0.1700	 QPS: 8439	Comps: 85	 Hops: 12.7000
range: 9786	 recall: 0.3800	 QPS: 3541	Comps: 207	 Hops: 29.2000
range: 9787	 recall: 0.2000	 QPS: 8540	Comps: 83	 Hops: 12.7000
range: 9788	 recall: 0.6300	 QPS: 2220	Comps: 328	 Hops: 46.4000
range: 9789	 recall: 0.1000	 QPS: 14837	Comps: 40	 Hops: 7.7000
range: 9790	 recall: 0.2900	 QPS: 4621	Comps: 142	 Hops: 25.7000
range: 9791	 recall: 0.2000	 QPS: 5577	Comps: 127	 Hops: 19.6000
range: 9792	 recall: 0.5800	 QPS: 2641	Comps: 276	 Hops: 37.9000
range: 9793	 recall: 0.6300	 QPS: 2029	Comps: 354	 Hops: 48.0000
range: 9794	 recall: 0.6000	 QPS: 2803	Comps: 252	 Hops: 41.9000
range: 9795	 recall: 0.3700	 QPS: 3992	Comps: 180	 Hops: 25.9000
range: 9796	 recall: 0.8700	 QPS: 1962	Comps: 353	 Hops: 58.3000
range: 9797	 recall: 0.5900	 QPS: 2351	Comps: 299	 Hops: 44.1000
range: 9798	 recall: 0.7900	 QPS: 1910	Comps: 373	 Hops: 52.7000
range: 9799	 recall: 0.6400	 QPS: 1811	Comps: 387	 Hops: 55.1000
range: 9800	 recall: 0.2000	 QPS: 8183	Comps: 86	 Hops: 12.9000
range: 9801	 recall: 0.9300	 QPS: 1635	Comps: 447	 Hops: 64.3000
range: 9802	 recall: 0.6500	 QPS: 1869	Comps: 386	 Hops: 49.4000
range: 9803	 recall: 1.0400	 QPS: 1399	Comps: 506	 Hops: 73.3000
range: 9804	 recall: 1.2300	 QPS: 1235	Comps: 566	 Hops: 83.8000
range: 9805	 recall: 0.9800	 QPS: 1529	Comps: 476	 Hops: 65.5000
range: 9806	 recall: 0.6800	 QPS: 1994	Comps: 326	 Hops: 52.7000
range: 9807	 recall: 0.6600	 QPS: 2411	Comps: 299	 Hops: 44.8000
range: 9808	 recall: 0.9400	 QPS: 1495	Comps: 469	 Hops: 66.6000
range: 9809	 recall: 1.0700	 QPS: 1495	Comps: 487	 Hops: 69.9000
range: 9810	 recall: 0.6300	 QPS: 2115	Comps: 325	 Hops: 46.0000
range: 9811	 recall: 1.1400	 QPS: 1404	Comps: 502	 Hops: 79.6000
range: 9812	 recall: 1.1200	 QPS: 1394	Comps: 498	 Hops: 80.7000
range: 9813	 recall: 0.9900	 QPS: 1492	Comps: 465	 Hops: 69.2000
range: 9814	 recall: 1.3500	 QPS: 1149	Comps: 618	 Hops: 92.7000
range: 9815	 recall: 0.8500	 QPS: 1678	Comps: 421	 Hops: 58.2000
range: 9816	 recall: 1.2200	 QPS: 1191	Comps: 575	 Hops: 86.1000
range: 9817	 recall: 0.9900	 QPS: 1398	Comps: 482	 Hops: 70.2000
range: 9818	 recall: 1.0500	 QPS: 1464	Comps: 475	 Hops: 76.6000
range: 9819	 recall: 1.3900	 QPS: 1074	Comps: 643	 Hops: 101.3000
range: 9820	 recall: 0.6000	 QPS: 2603	Comps: 265	 Hops: 39.3000
range: 9821	 recall: 0.6600	 QPS: 2065	Comps: 347	 Hops: 49.1000
range: 9822	 recall: 0.6900	 QPS: 2186	Comps: 339	 Hops: 44.4000
range: 9823	 recall: 1.5000	 QPS: 980	Comps: 727	 Hops: 113.1000
range: 9824	 recall: 0.7700	 QPS: 1898	Comps: 360	 Hops: 57.2000
range: 9825	 recall: 1.3100	 QPS: 1165	Comps: 588	 Hops: 89.5000
range: 9826	 recall: 1.3800	 QPS: 1199	Comps: 589	 Hops: 89.5000
range: 9827	 recall: 0.9700	 QPS: 1624	Comps: 439	 Hops: 65.5000
range: 9828	 recall: 1.0700	 QPS: 1279	Comps: 560	 Hops: 76.2000
range: 9829	 recall: 1.7400	 QPS: 789	Comps: 916	 Hops: 123.6000
range: 9830	 recall: 0.8900	 QPS: 1883	Comps: 368	 Hops: 57.5000
range: 9831	 recall: 1.3200	 QPS: 1122	Comps: 659	 Hops: 88.3000
range: 9832	 recall: 1.5600	 QPS: 977	Comps: 706	 Hops: 108.4000
range: 9833	 recall: 1.0400	 QPS: 1435	Comps: 504	 Hops: 72.8000
range: 9834	 recall: 1.2600	 QPS: 1305	Comps: 546	 Hops: 83.8000
range: 9835	 recall: 1.2600	 QPS: 1092	Comps: 656	 Hops: 96.3000
range: 9836	 recall: 1.7600	 QPS: 805	Comps: 872	 Hops: 129.4000
range: 9837	 recall: 1.3500	 QPS: 1007	Comps: 689	 Hops: 100.0000
range: 9838	 recall: 2.0300	 QPS: 782	Comps: 896	 Hops: 135.9000
range: 9839	 recall: 1.0400	 QPS: 1412	Comps: 492	 Hops: 69.5000
range: 9840	 recall: 1.8200	 QPS: 840	Comps: 867	 Hops: 127.9000
range: 9841	 recall: 1.3300	 QPS: 1175	Comps: 602	 Hops: 89.8000
range: 9842	 recall: 1.7700	 QPS: 785	Comps: 928	 Hops: 131.7000
range: 9843	 recall: 1.5300	 QPS: 1033	Comps: 694	 Hops: 102.9000
range: 9844	 recall: 2.8300	 QPS: 528	Comps: 1361	 Hops: 197.5000
range: 9845	 recall: 1.3200	 QPS: 1082	Comps: 647	 Hops: 96.6000
range: 9846	 recall: 1.9400	 QPS: 778	Comps: 931	 Hops: 130.1000
range: 9847	 recall: 2.4700	 QPS: 608	Comps: 1140	 Hops: 173.2000
range: 9848	 recall: 1.9300	 QPS: 814	Comps: 887	 Hops: 130.7000
range: 9849	 recall: 1.0200	 QPS: 1542	Comps: 441	 Hops: 73.8000
range: 9850	 recall: 1.7500	 QPS: 782	Comps: 912	 Hops: 127.0000
range: 9851	 recall: 1.6400	 QPS: 932	Comps: 759	 Hops: 117.8000
range: 9852	 recall: 1.5100	 QPS: 984	Comps: 730	 Hops: 104.2000
range: 9853	 recall: 1.7300	 QPS: 938	Comps: 737	 Hops: 120.3000
range: 9854	 recall: 1.4500	 QPS: 1017	Comps: 692	 Hops: 105.6000
range: 9855	 recall: 1.8700	 QPS: 810	Comps: 878	 Hops: 127.7000
range: 9856	 recall: 1.2600	 QPS: 1245	Comps: 549	 Hops: 86.2000
range: 9857	 recall: 1.3500	 QPS: 1061	Comps: 670	 Hops: 97.7000
