Start time: 11:08
dataset: sift1M
data_size: 1000000
dataset_path: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
query_path: /mnt/data/mocheng/dataset/sift/sift_query.fvecs
groundtruth_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/sif_gt_sel_1000_1_100000_in_dist_10.json
method: compact
index_k: 8
ef_max: 500
ef_construction: 100
nthreads: 1
ef_search: 400
qrange_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/qrangesel_1000_1_100000_in_dist.json
query_num: 10000
label_path: /mnt/data/mocheng/dataset/sift/label/sel_1_100000_dist/attr_sel_1_100000_dist.json
query_k: 10
Load vecs from: /mnt/data/mocheng/dataset/sift/sift_base.fvecs
range: -992231	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -992024	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -991979	 recall: 0.0000	 QPS: 333333	Comps: 0	 Hops: 0.3000
range: -991670	 recall: 0.0000	 QPS: 250000	Comps: 0	 Hops: 0.3000
range: -991634	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -991608	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -991475	 recall: 0.0000	 QPS: 416667	Comps: 0	 Hops: 0.3000
range: -991341	 recall: 0.0000	 QPS: 294118	Comps: 0	 Hops: 0.3000
range: -991151	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -991136	 recall: 0.0000	 QPS: 416667	Comps: 0	 Hops: 0.3000
range: -991068	 recall: 0.0000	 QPS: 370370	Comps: 0	 Hops: 0.3000
range: -991022	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -990986	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: -990943	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -990795	 recall: 0.0000	 QPS: 322581	Comps: 0	 Hops: 0.3000
range: -990575	 recall: 0.0000	 QPS: 416667	Comps: 0	 Hops: 0.3000
range: -990529	 recall: 0.0000	 QPS: 500000	Comps: 0	 Hops: 0.3000
range: -990495	 recall: 0.0000	 QPS: 454545	Comps: 0	 Hops: 0.3000
range: -990350	 recall: 0.0000	 QPS: 434783	Comps: 0	 Hops: 0.3000
range: -990046	 recall: 0.0000	 QPS: 312500	Comps: 0	 Hops: 0.3000
range: -990044	 recall: 0.0000	 QPS: 357143	Comps: 0	 Hops: 0.3000
range: 4135	 recall: 0.1000	 QPS: 6431	Comps: 73	 Hops: 40.1000
range: 4371	 recall: 0.1000	 QPS: 5967	Comps: 83	 Hops: 40.1000
range: 4504	 recall: 0.1000	 QPS: 5525	Comps: 94	 Hops: 40.2000
range: 4675	 recall: 0.1000	 QPS: 5144	Comps: 108	 Hops: 40.1000
range: 4692	 recall: 0.1000	 QPS: 5236	Comps: 98	 Hops: 40.4000
range: 4719	 recall: 0.1000	 QPS: 5900	Comps: 82	 Hops: 40.2000
range: 4867	 recall: 0.1000	 QPS: 4965	Comps: 113	 Hops: 40.1000
range: 5202	 recall: 0.1000	 QPS: 5089	Comps: 109	 Hops: 40.2000
range: 5219	 recall: 0.1000	 QPS: 5110	Comps: 105	 Hops: 40.3000
range: 5305	 recall: 0.1000	 QPS: 5173	Comps: 101	 Hops: 40.1000
range: 5730	 recall: 0.1000	 QPS: 5464	Comps: 96	 Hops: 40.2000
range: 6073	 recall: 0.1000	 QPS: 3888	Comps: 111	 Hops: 40.3000
range: 6189	 recall: 0.1000	 QPS: 4264	Comps: 139	 Hops: 41.5000
range: 6213	 recall: 0.1000	 QPS: 4733	Comps: 117	 Hops: 40.2000
range: 6242	 recall: 0.1000	 QPS: 5522	Comps: 94	 Hops: 40.1000
range: 6299	 recall: 0.1000	 QPS: 5061	Comps: 111	 Hops: 40.1000
range: 6332	 recall: 0.1000	 QPS: 4726	Comps: 121	 Hops: 40.2000
range: 6502	 recall: 0.1000	 QPS: 5010	Comps: 114	 Hops: 40.2000
range: 6508	 recall: 0.1000	 QPS: 4562	Comps: 129	 Hops: 40.2000
range: 6912	 recall: 0.1000	 QPS: 4817	Comps: 122	 Hops: 40.2000
range: 6996	 recall: 0.1000	 QPS: 5219	Comps: 100	 Hops: 40.2000
range: 7114	 recall: 0.1000	 QPS: 4352	Comps: 145	 Hops: 40.2000
range: 7228	 recall: 0.1000	 QPS: 4636	Comps: 125	 Hops: 40.2000
range: 7690	 recall: 0.1000	 QPS: 5048	Comps: 111	 Hops: 40.1000
range: 8024	 recall: 0.1000	 QPS: 4102	Comps: 148	 Hops: 40.2000
range: 8151	 recall: 0.1000	 QPS: 4621	Comps: 128	 Hops: 40.2000
range: 8158	 recall: 0.1000	 QPS: 3771	Comps: 158	 Hops: 43.3000
range: 8168	 recall: 0.1000	 QPS: 4507	Comps: 139	 Hops: 40.1000
range: 8240	 recall: 0.1000	 QPS: 3979	Comps: 156	 Hops: 40.2000
range: 8354	 recall: 0.1000	 QPS: 4153	Comps: 149	 Hops: 40.1000
range: 8600	 recall: 0.1000	 QPS: 4431	Comps: 139	 Hops: 40.2000
range: 8674	 recall: 0.1000	 QPS: 4277	Comps: 144	 Hops: 40.2000
range: 8871	 recall: 0.1000	 QPS: 4480	Comps: 140	 Hops: 40.2000
range: 8922	 recall: 0.1000	 QPS: 4409	Comps: 124	 Hops: 43.6000
range: 8933	 recall: 0.1000	 QPS: 4474	Comps: 137	 Hops: 40.3000
range: 8955	 recall: 0.1000	 QPS: 4072	Comps: 157	 Hops: 40.1000
range: 8987	 recall: 0.2000	 QPS: 1820	Comps: 309	 Hops: 80.3000
range: 9204	 recall: 0.1000	 QPS: 3685	Comps: 161	 Hops: 44.7000
range: 9255	 recall: 0.1000	 QPS: 4386	Comps: 138	 Hops: 40.1000
range: 9429	 recall: 0.1000	 QPS: 5171	Comps: 101	 Hops: 40.2000
range: 9534	 recall: 0.1000	 QPS: 4427	Comps: 132	 Hops: 40.1000
range: 9567	 recall: 0.1000	 QPS: 4127	Comps: 132	 Hops: 40.2000
range: 9572	 recall: 0.2000	 QPS: 1867	Comps: 309	 Hops: 80.6000
range: 9580	 recall: 0.1000	 QPS: 3772	Comps: 156	 Hops: 40.3000
range: 9586	 recall: 0.1000	 QPS: 3516	Comps: 151	 Hops: 43.7000
range: 9587	 recall: 0.2000	 QPS: 1876	Comps: 239	 Hops: 80.3000
range: 9598	 recall: 0.1900	 QPS: 1954	Comps: 293	 Hops: 80.4000
range: 9608	 recall: 0.1000	 QPS: 3917	Comps: 158	 Hops: 40.5000
range: 9616	 recall: 0.1000	 QPS: 3997	Comps: 158	 Hops: 40.1000
range: 9634	 recall: 0.1000	 QPS: 3964	Comps: 140	 Hops: 40.4000
range: 9638	 recall: 0.2000	 QPS: 1793	Comps: 332	 Hops: 80.3000
range: 9639	 recall: 0.1000	 QPS: 3664	Comps: 159	 Hops: 40.1000
range: 9640	 recall: 0.1000	 QPS: 3506	Comps: 170	 Hops: 40.3000
range: 9641	 recall: 0.2000	 QPS: 1735	Comps: 330	 Hops: 83.5000
range: 9642	 recall: 0.1000	 QPS: 3514	Comps: 171	 Hops: 40.1000
range: 9645	 recall: 0.2000	 QPS: 2020	Comps: 270	 Hops: 80.5000
range: 9646	 recall: 0.1000	 QPS: 3632	Comps: 163	 Hops: 40.1000
range: 9648	 recall: 0.2000	 QPS: 1862	Comps: 312	 Hops: 80.4000
range: 9651	 recall: 0.1000	 QPS: 3922	Comps: 144	 Hops: 40.2000
range: 9665	 recall: 0.1000	 QPS: 4080	Comps: 139	 Hops: 40.2000
range: 9667	 recall: 0.1900	 QPS: 1641	Comps: 309	 Hops: 80.3000
range: 9670	 recall: 0.1000	 QPS: 3994	Comps: 135	 Hops: 40.5000
range: 9673	 recall: 0.1000	 QPS: 3529	Comps: 171	 Hops: 40.2000
range: 9674	 recall: 0.1000	 QPS: 3394	Comps: 178	 Hops: 40.3000
range: 9676	 recall: 0.0900	 QPS: 3382	Comps: 175	 Hops: 40.2000
range: 9677	 recall: 0.1000	 QPS: 4087	Comps: 135	 Hops: 40.2000
range: 9678	 recall: 0.1000	 QPS: 3915	Comps: 142	 Hops: 40.1000
range: 9682	 recall: 0.2000	 QPS: 1884	Comps: 304	 Hops: 80.3000
range: 9683	 recall: 0.1000	 QPS: 3656	Comps: 155	 Hops: 40.1000
range: 9685	 recall: 0.2000	 QPS: 1969	Comps: 292	 Hops: 80.3000
range: 9686	 recall: 0.2000	 QPS: 2065	Comps: 268	 Hops: 80.4000
range: 9687	 recall: 0.1000	 QPS: 3954	Comps: 136	 Hops: 40.2000
range: 9688	 recall: 0.1000	 QPS: 3546	Comps: 168	 Hops: 40.2000
range: 9689	 recall: 0.2000	 QPS: 1759	Comps: 339	 Hops: 81.3000
range: 9690	 recall: 0.4000	 QPS: 972	Comps: 518	 Hops: 160.8000
range: 9691	 recall: 0.2000	 QPS: 2144	Comps: 250	 Hops: 80.3000
range: 9692	 recall: 0.2000	 QPS: 1835	Comps: 324	 Hops: 80.3000
range: 9694	 recall: 0.1000	 QPS: 4214	Comps: 122	 Hops: 40.3000
range: 9695	 recall: 0.2000	 QPS: 1769	Comps: 325	 Hops: 81.0000
range: 9696	 recall: 0.2000	 QPS: 2064	Comps: 271	 Hops: 80.2000
range: 9698	 recall: 0.1000	 QPS: 3995	Comps: 161	 Hops: 40.3000
range: 9700	 recall: 0.1000	 QPS: 3683	Comps: 164	 Hops: 40.1000
range: 9702	 recall: 0.1000	 QPS: 3382	Comps: 155	 Hops: 44.6000
range: 9705	 recall: 0.2000	 QPS: 1880	Comps: 314	 Hops: 80.3000
range: 9706	 recall: 0.2000	 QPS: 1859	Comps: 318	 Hops: 80.4000
range: 9707	 recall: 0.3000	 QPS: 1274	Comps: 436	 Hops: 123.7000
range: 9708	 recall: 0.1000	 QPS: 4615	Comps: 109	 Hops: 40.1000
range: 9709	 recall: 0.1000	 QPS: 4423	Comps: 132	 Hops: 40.2000
range: 9713	 recall: 0.2000	 QPS: 1754	Comps: 342	 Hops: 80.6000
range: 9714	 recall: 0.2000	 QPS: 1992	Comps: 279	 Hops: 80.2000
range: 9715	 recall: 0.2000	 QPS: 1732	Comps: 334	 Hops: 83.8000
range: 9716	 recall: 0.2000	 QPS: 1722	Comps: 361	 Hops: 80.4000
range: 9717	 recall: 0.1000	 QPS: 3571	Comps: 170	 Hops: 40.3000
range: 9719	 recall: 0.2000	 QPS: 1919	Comps: 293	 Hops: 81.1000
range: 9720	 recall: 0.2000	 QPS: 1641	Comps: 345	 Hops: 89.3000
range: 9721	 recall: 0.4000	 QPS: 1054	Comps: 500	 Hops: 160.8000
range: 9722	 recall: 0.4000	 QPS: 907	Comps: 660	 Hops: 160.9000
range: 9724	 recall: 0.1000	 QPS: 3956	Comps: 128	 Hops: 42.0000
range: 9726	 recall: 0.2000	 QPS: 1881	Comps: 305	 Hops: 81.7000
range: 9727	 recall: 0.2000	 QPS: 1871	Comps: 314	 Hops: 80.4000
range: 9728	 recall: 0.1000	 QPS: 3519	Comps: 169	 Hops: 40.3000
range: 9730	 recall: 0.3000	 QPS: 1348	Comps: 410	 Hops: 120.6000
range: 9731	 recall: 0.1000	 QPS: 3461	Comps: 175	 Hops: 40.2000
range: 9732	 recall: 0.2000	 QPS: 1795	Comps: 331	 Hops: 80.4000
range: 9733	 recall: 0.3000	 QPS: 1211	Comps: 498	 Hops: 120.7000
range: 9734	 recall: 0.2000	 QPS: 1819	Comps: 329	 Hops: 80.4000
range: 9735	 recall: 0.2000	 QPS: 1916	Comps: 306	 Hops: 80.4000
range: 9736	 recall: 0.2000	 QPS: 1968	Comps: 295	 Hops: 80.4000
range: 9737	 recall: 0.2000	 QPS: 2002	Comps: 288	 Hops: 80.4000
range: 9739	 recall: 0.2000	 QPS: 2033	Comps: 270	 Hops: 80.2000
range: 9740	 recall: 0.1000	 QPS: 3701	Comps: 160	 Hops: 40.2000
range: 9741	 recall: 0.3000	 QPS: 1268	Comps: 459	 Hops: 120.7000
range: 9742	 recall: 0.4000	 QPS: 953	Comps: 604	 Hops: 160.7000
range: 9744	 recall: 0.2000	 QPS: 1688	Comps: 321	 Hops: 80.4000
range: 9745	 recall: 0.2000	 QPS: 1905	Comps: 305	 Hops: 80.4000
range: 9746	 recall: 0.2000	 QPS: 1953	Comps: 290	 Hops: 80.3000
range: 9747	 recall: 0.3000	 QPS: 1362	Comps: 395	 Hops: 123.0000
range: 9749	 recall: 0.3000	 QPS: 1234	Comps: 468	 Hops: 124.1000
range: 9750	 recall: 0.4000	 QPS: 877	Comps: 682	 Hops: 163.2000
range: 9751	 recall: 0.3000	 QPS: 1292	Comps: 442	 Hops: 120.4000
range: 9752	 recall: 0.2000	 QPS: 2152	Comps: 258	 Hops: 80.4000
range: 9753	 recall: 0.2000	 QPS: 1893	Comps: 313	 Hops: 80.5000
range: 9754	 recall: 0.2000	 QPS: 1985	Comps: 283	 Hops: 80.5000
range: 9756	 recall: 0.2000	 QPS: 1965	Comps: 285	 Hops: 80.5000
range: 9757	 recall: 0.5000	 QPS: 721	Comps: 826	 Hops: 206.4000
range: 9758	 recall: 0.5000	 QPS: 751	Comps: 775	 Hops: 200.8000
range: 9759	 recall: 0.2000	 QPS: 1682	Comps: 355	 Hops: 82.2000
range: 9760	 recall: 0.3000	 QPS: 1298	Comps: 442	 Hops: 120.6000
range: 9761	 recall: 0.5000	 QPS: 703	Comps: 789	 Hops: 202.2000
range: 9762	 recall: 0.2000	 QPS: 1880	Comps: 313	 Hops: 80.2000
range: 9763	 recall: 0.3000	 QPS: 1188	Comps: 508	 Hops: 120.5000
range: 9764	 recall: 0.3000	 QPS: 1214	Comps: 491	 Hops: 120.6000
range: 9765	 recall: 0.8800	 QPS: 399	Comps: 1448	 Hops: 373.6000
range: 9766	 recall: 0.5000	 QPS: 699	Comps: 774	 Hops: 204.6000
range: 9767	 recall: 0.4000	 QPS: 1067	Comps: 500	 Hops: 161.0000
range: 9768	 recall: 0.1900	 QPS: 1954	Comps: 301	 Hops: 80.2000
range: 9769	 recall: 0.2900	 QPS: 1180	Comps: 470	 Hops: 131.5000
range: 9770	 recall: 0.4000	 QPS: 941	Comps: 630	 Hops: 160.5000
range: 9771	 recall: 0.7000	 QPS: 544	Comps: 1071	 Hops: 281.8000
range: 9772	 recall: 0.5900	 QPS: 646	Comps: 902	 Hops: 241.2000
range: 9773	 recall: 0.2900	 QPS: 1140	Comps: 472	 Hops: 120.5000
range: 9774	 recall: 0.4000	 QPS: 974	Comps: 574	 Hops: 162.9000
range: 9775	 recall: 0.2900	 QPS: 1305	Comps: 445	 Hops: 120.3000
range: 9776	 recall: 0.4000	 QPS: 984	Comps: 581	 Hops: 161.2000
range: 9777	 recall: 0.7900	 QPS: 485	Comps: 1180	 Hops: 321.6000
range: 9778	 recall: 0.4000	 QPS: 1007	Comps: 544	 Hops: 161.8000
range: 9779	 recall: 0.4000	 QPS: 958	Comps: 592	 Hops: 160.9000
range: 9780	 recall: 0.4000	 QPS: 917	Comps: 646	 Hops: 160.6000
range: 9781	 recall: 0.3000	 QPS: 1373	Comps: 414	 Hops: 121.1000
range: 9782	 recall: 0.3000	 QPS: 1131	Comps: 507	 Hops: 129.0000
range: 9783	 recall: 0.3000	 QPS: 1122	Comps: 471	 Hops: 121.6000
range: 9784	 recall: 0.2000	 QPS: 1960	Comps: 290	 Hops: 80.3000
range: 9786	 recall: 0.4000	 QPS: 900	Comps: 639	 Hops: 164.8000
range: 9787	 recall: 0.2000	 QPS: 2087	Comps: 263	 Hops: 80.4000
range: 9788	 recall: 0.7000	 QPS: 531	Comps: 1103	 Hops: 281.8000
range: 9789	 recall: 0.1000	 QPS: 4188	Comps: 123	 Hops: 41.5000
range: 9790	 recall: 0.3900	 QPS: 904	Comps: 627	 Hops: 168.3000
range: 9791	 recall: 0.3000	 QPS: 1080	Comps: 517	 Hops: 138.6000
range: 9792	 recall: 0.6000	 QPS: 619	Comps: 942	 Hops: 241.1000
range: 9793	 recall: 0.6800	 QPS: 506	Comps: 1166	 Hops: 284.7000
range: 9794	 recall: 0.6000	 QPS: 649	Comps: 876	 Hops: 245.3000
range: 9795	 recall: 0.4000	 QPS: 921	Comps: 629	 Hops: 161.4000
range: 9796	 recall: 0.9000	 QPS: 425	Comps: 1288	 Hops: 362.8000
range: 9797	 recall: 0.6000	 QPS: 618	Comps: 921	 Hops: 247.3000
range: 9798	 recall: 0.7900	 QPS: 465	Comps: 1244	 Hops: 323.7000
range: 9799	 recall: 0.7000	 QPS: 503	Comps: 1124	 Hops: 291.6000
range: 9800	 recall: 0.2000	 QPS: 1858	Comps: 314	 Hops: 80.5000
range: 9801	 recall: 1.0000	 QPS: 370	Comps: 1597	 Hops: 402.4000
range: 9802	 recall: 0.7000	 QPS: 483	Comps: 1167	 Hops: 286.5000
range: 9803	 recall: 1.1000	 QPS: 335	Comps: 1756	 Hops: 444.9000
range: 9804	 recall: 1.2900	 QPS: 290	Comps: 1931	 Hops: 524.1000
range: 9805	 recall: 0.9900	 QPS: 363	Comps: 1545	 Hops: 403.6000
range: 9806	 recall: 0.7900	 QPS: 476	Comps: 1200	 Hops: 336.2000
range: 9807	 recall: 0.6900	 QPS: 531	Comps: 1044	 Hops: 280.9000
range: 9808	 recall: 0.9900	 QPS: 363	Comps: 1549	 Hops: 404.4000
range: 9809	 recall: 1.1000	 QPS: 347	Comps: 1684	 Hops: 442.6000
range: 9810	 recall: 0.6900	 QPS: 544	Comps: 1078	 Hops: 282.7000
range: 9811	 recall: 1.1900	 QPS: 322	Comps: 1804	 Hops: 485.7000
range: 9812	 recall: 1.2000	 QPS: 327	Comps: 1720	 Hops: 486.6000
range: 9813	 recall: 1.0000	 QPS: 382	Comps: 1472	 Hops: 407.6000
range: 9814	 recall: 1.3900	 QPS: 269	Comps: 2154	 Hops: 566.9000
range: 9815	 recall: 0.8900	 QPS: 406	Comps: 1371	 Hops: 363.3000
range: 9816	 recall: 1.3000	 QPS: 295	Comps: 1962	 Hops: 525.7000
range: 9817	 recall: 1.0000	 QPS: 380	Comps: 1472	 Hops: 408.3000
range: 9818	 recall: 1.2000	 QPS: 314	Comps: 1844	 Hops: 494.6000
range: 9819	 recall: 1.5000	 QPS: 249	Comps: 2270	 Hops: 628.6000
range: 9820	 recall: 0.6000	 QPS: 618	Comps: 888	 Hops: 242.3000
range: 9821	 recall: 0.7000	 QPS: 530	Comps: 1102	 Hops: 286.0000
range: 9822	 recall: 0.7000	 QPS: 534	Comps: 1102	 Hops: 281.4000
range: 9823	 recall: 1.6800	 QPS: 215	Comps: 2602	 Hops: 698.5000
range: 9824	 recall: 0.8900	 QPS: 410	Comps: 1396	 Hops: 389.5000
range: 9825	 recall: 1.3900	 QPS: 276	Comps: 2010	 Hops: 563.9000
range: 9826	 recall: 1.3900	 QPS: 280	Comps: 2022	 Hops: 564.2000
range: 9827	 recall: 1.0000	 QPS: 389	Comps: 1475	 Hops: 403.7000
range: 9828	 recall: 1.1900	 QPS: 307	Comps: 1928	 Hops: 482.4000
range: 9829	 recall: 1.8900	 QPS: 195	Comps: 3006	 Hops: 767.0000
range: 9830	 recall: 0.9000	 QPS: 435	Comps: 1309	 Hops: 362.5000
range: 9831	 recall: 1.3900	 QPS: 261	Comps: 2304	 Hops: 562.2000
range: 9832	 recall: 1.6000	 QPS: 244	Comps: 2319	 Hops: 650.1000
range: 9833	 recall: 1.0900	 QPS: 340	Comps: 1710	 Hops: 445.7000
range: 9834	 recall: 1.2900	 QPS: 302	Comps: 1900	 Hops: 523.9000
range: 9835	 recall: 1.3000	 QPS: 274	Comps: 2094	 Hops: 535.8000
range: 9836	 recall: 1.9000	 QPS: 186	Comps: 2915	 Hops: 785.6000
range: 9837	 recall: 1.4800	 QPS: 239	Comps: 2446	 Hops: 620.0000
range: 9838	 recall: 2.0800	 QPS: 186	Comps: 3082	 Hops: 846.0000
range: 9839	 recall: 1.0900	 QPS: 352	Comps: 1635	 Hops: 441.8000
range: 9840	 recall: 1.8900	 QPS: 197	Comps: 2975	 Hops: 772.4000
range: 9841	 recall: 1.3900	 QPS: 277	Comps: 2066	 Hops: 563.4000
range: 9842	 recall: 2.0000	 QPS: 184	Comps: 3188	 Hops: 817.2000
range: 9843	 recall: 1.5900	 QPS: 230	Comps: 2543	 Hops: 643.8000
range: 9844	 recall: 2.8900	 QPS: 129	Comps: 4552	 Hops: 1179.6000
range: 9845	 recall: 1.4900	 QPS: 250	Comps: 2280	 Hops: 612.3000
range: 9846	 recall: 2.0000	 QPS: 188	Comps: 3108	 Hops: 807.7000
range: 9847	 recall: 2.5900	 QPS: 144	Comps: 3885	 Hops: 1052.9000
range: 9848	 recall: 1.9700	 QPS: 187	Comps: 3104	 Hops: 807.6000
range: 9849	 recall: 1.1000	 QPS: 354	Comps: 1616	 Hops: 446.2000
range: 9850	 recall: 1.8900	 QPS: 188	Comps: 3079	 Hops: 779.7000
range: 9851	 recall: 1.7800	 QPS: 208	Comps: 2686	 Hops: 739.6000
range: 9852	 recall: 1.5900	 QPS: 237	Comps: 2474	 Hops: 644.7000
range: 9853	 recall: 1.7900	 QPS: 216	Comps: 2664	 Hops: 730.1000
range: 9854	 recall: 1.6000	 QPS: 229	Comps: 2515	 Hops: 679.7000
range: 9855	 recall: 2.0000	 QPS: 192	Comps: 3023	 Hops: 804.5000
range: 9856	 recall: 1.2900	 QPS: 305	Comps: 1835	 Hops: 526.5000
range: 9857	 recall: 1.4000	 QPS: 260	Comps: 2200	 Hops: 571.3000
