Algorithm,QPS,CPQ,recall
UNIFY,30.640583,99992.6398,0.999707
UNIFY,28.668227,99992.6398,0.999707
UNIFY,28.342056,99992.6398,0.999707
UNIFY_hybrid,1623.645125,3122.5991,0.87792
UNIFY_hybrid,1383.399668,3635.7068,0.8964
UNIFY_hybrid,1069.998603,4379.8968,0.91552
UNIFY_hybrid,902.085598,5103.629,0.92885
UNIFY_hybrid,838.429713,5583.7265,0.93624
UNIFY_hybrid,796.600612,6283.756,0.93793
UNIFY_hybrid,650.236583,7576.624,0.95203
UNIFY_hybrid,564.768601,8827.345,0.96124
UNIFY_hybrid,470.75853,10026.5944,0.96738
UNIFY_hybrid,347.548092,14109.3117,0.97832
UNIFY_hybrid,265.936681,17950.8867,0.98372
UNIFY_hybrid,218.494096,21601.8592,0.98665
UNIFY_hybrid,212.357449,23917.5732,0.99114
UNIFY_hybrid,166.711368,30173.0059,0.99343
UNIFY_hybrid,140.410077,36061.8647,0.99485
UNIFY_hybrid,103.396062,49637.3732,0.99674
DSG,4215.5548,426.7288,0.6403
DSG,3797.2626,469.6783,0.6715
DSG,3586.8739,496.5902,0.6884
DSG,3198.3369,562.9402,0.7258
DSG,2855.6563,624.9308,0.7519
DSG,2647.2233,685.3071,0.7728
DSG,2440.2552,743.8236,0.7903
DSG,1894.3229,967.9702,0.8364
DSG,1534.9892,1179.3696,0.864
DSG,401.843,4575.9495,0.9241
DSG,284.6871,6494.7308,0.9485
DSG,211.4438,7086.8825,0.9534
DSG,151.7061,7664.1383,0.9575
iRangeGraph,4750.55,631.0,0.7458
iRangeGraph,4590.37,664.0,0.75967
iRangeGraph,3001.57,1177.0,0.87601
iRangeGraph,1832.48,2096.0,0.94017
iRangeGraph,945.218,4235.0,0.942119
iRangeGraph,869.732,4637.0,0.950009
iRangeGraph,500.91,8329.0,0.982836
iRangeGraph,362.973,11575.0,0.99143
iRangeGraph,318.708,13077.0,0.993611
iRangeGraph,285.754,14511.0,0.995068
iRangeGraph,257.72,15890.0,0.996073
iRangeGraph,234.9,17217.0,0.996787
