Algorithm,QPS,CPQ,recall
SeRF,8231.0,376.0,0.4397
SeRF,7455.0,418.0,0.4831
SeRF,6339.0,474.0,0.5303
SeRF,5319.0,527.0,0.5698
SeRF,5107.0,560.0,0.5906
SeRF,4461.0,637.0,0.6309
SeRF,3950.0,711.0,0.663
SeRF,3544.0,783.0,0.6876
SeRF,3201.0,852.0,0.7067
SeRF,2312.0,1116.0,0.7599
SeRF,1952.0,1371.0,0.7925
SeRF,1622.0,1618.0,0.8151
SeRF,1158.0,2217.0,0.8502
SeRF,912.0,2797.0,0.871
SeRF,683.0,3925.0,0.8955
SeRF,535.0,5022.0,0.9089
SeRF,451.0,6096.0,0.918
SeRF,388.0,7152.0,0.9245
SeRF,265.0,9215.0,0.9345
WST_vamana,959.440104567274,8245.6,0.8322199999999833
WST_vamana,849.7649670620408,9456.38,0.8590899999999799
WST_vamana,726.9837952428165,11430.5,0.889269999999979
WST_vamana,450.3288203577851,19251.9,0.9410099999999788
WST_vamana,331.5806814605388,27075.0,0.9598199999999832
WST_vamana,263.4390647960432,32864.1,0.9698599999999846
WST_vamana,220.6650870843153,37780.2,0.9753499999999868
WST_vamana,155.29216998209992,50616.0,0.9829099999999882
WST_vamana,118.85606298812748,61532.9,0.9869999999999904
WST_vamana,33.36239609968627,131832.0,0.9916349999999684
WST_vamana,28.651046026710876,147521.0,0.9926309999999704
WST_vamana,22.855168291307145,159671.0,0.9933759999999724
WST_vamana,20.901889618720716,173600.0,0.993903999999974
WST_opt,2035.2050395671663,4912.81,0.9230399999999775
WST_opt,2025.4953423503036,5439.87,0.923229999999978
WST_opt,2003.372050763125,5153.37,0.9252599999999775
WST_opt,1937.5474044544007,5388.77,0.9255499999999778
WST_opt,1553.2404954885412,5799.88,0.94799999999998
WST_opt,1059.067653711493,8080.79,0.9651399999999823
WST_opt,819.7227173241781,10131.2,0.9738199999999854
WST_opt,659.498974344299,12055.4,0.9791899999999872
WST_opt,432.1310647334355,16988.1,0.9857399999999904
WST_opt,314.3400798935512,21611.6,0.9888599999999907
WST_opt,64.7631402619447,63579.9,0.9897639999999608
WST_opt,49.37115285828398,70912.1,0.9909589999999644
WST_opt,46.74005390086002,78582.1,0.9918319999999672
UNIFY,9025.470468,572.1814,0.52983
UNIFY,8299.026647,633.6339,0.55978
UNIFY,6746.364723,717.2531,0.59049
UNIFY,6287.692502,801.2563,0.61763
UNIFY,5650.113331,1025.1076,0.75195
UNIFY,5054.113291,1134.6276,0.77769
UNIFY,3863.252256,1432.2624,0.82601
UNIFY,3503.970628,1528.2517,0.83623
UNIFY,2027.093715,2432.143,0.9009
UNIFY,1159.910663,4085.2207,0.94553
UNIFY,180.333476,18365.5457,0.980806
UNIFY,149.189841,24498.0339,0.986423
UNIFY,114.622202,30348.5376,0.989215
UNIFY,74.384815,33190.3683,0.990175
UNIFY_hybrid,9786.897242,535.2569,0.53008
UNIFY_hybrid,8605.564611,592.5623,0.55955
UNIFY_hybrid,7388.557831,670.4098,0.58935
UNIFY_hybrid,6273.51594,747.9331,0.61601
UNIFY_hybrid,6010.697808,798.9929,0.63314
UNIFY_hybrid,5055.574747,1097.1963,0.77887
UNIFY_hybrid,3937.550876,1244.006,0.80658
UNIFY_hybrid,3870.240625,1383.5958,0.82563
UNIFY_hybrid,1564.312393,3157.8695,0.92857
UNIFY_hybrid,978.03277,4685.0893,0.95411
UNIFY_hybrid,656.028596,6491.336,0.96712
DSG,2159.8421,709.2621,0.6697
DSG,1769.8507,923.0773,0.7464
DSG,1358.5818,1115.7577,0.7859
DSG,1341.6449,1210.8687,0.8017
DSG,623.7397,2592.2406,0.815
DSG,582.2523,1573.4247,0.8414
DSG,465.1202,1920.9722,0.865
DSG,182.9101,5417.7912,0.8944
DSG,156.7898,6897.4372,0.9119
DSG,141.9809,8336.2728,0.9234
DSG,126.8275,9736.7622,0.9316
DSG,105.8022,11103.7317,0.9376
DSG,100.1482,12442.8572,0.9422
DSG,96.56,13760.74,0.9461
DSG,90.2275,15057.5487,0.9494
iRangeGraph,3573.12,882.0,0.78506
iRangeGraph,2642.65,1322.0,0.85667
iRangeGraph,1716.48,1816.0,0.89676
iRangeGraph,1635.89,2304.0,0.91675
iRangeGraph,440.234,9766.0,0.954051
iRangeGraph,297.632,14233.0,0.968999
iRangeGraph,256.009,16423.0,0.97324
iRangeGraph,225.044,18592.0,0.97663
iRangeGraph,194.455,20736.0,0.979196
iRangeGraph,125.878,22860.0,0.981224
