Algorithm,QPS,CPQ,recall
SeRF,6245.0,451.0,0.5391
SeRF,5409.0,515.0,0.5842
SeRF,4877.0,577.0,0.6196
SeRF,4116.0,636.0,0.6464
SeRF,3803.0,693.0,0.6681
SeRF,2826.0,909.0,0.7288
SeRF,2253.0,1114.0,0.7669
SeRF,1869.0,1313.0,0.7929
SeRF,1358.0,1793.0,0.8342
SeRF,1071.0,2255.0,0.8583
SeRF,785.0,3146.0,0.8868
SeRF,637.0,4005.0,0.9023
SeRF,471.0,5653.0,0.9208
SeRF,407.0,6447.0,0.9267
SeRF,294.0,7227.0,0.9313
WST_vamana,1456.2770278394362,5505.93,0.8012199999999831
WST_vamana,1328.9265849160402,6126.14,0.8285099999999794
WST_vamana,1177.0836350198367,7034.18,0.8567899999999791
WST_vamana,1051.0326047829744,7934.14,0.8777799999999759
WST_vamana,1008.744852082402,8530.14,0.8888999999999745
WST_vamana,622.4993210366323,14405.8,0.944049999999976
WST_vamana,455.2704607123611,20246.1,0.96252999999998
WST_vamana,361.7471132986514,24361.5,0.9719499999999834
WST_vamana,298.0845370153084,27737.6,0.9776599999999868
WST_vamana,217.3987072939817,36587.4,0.98446999999999
WST_vamana,168.7151874665978,43860.1,0.9878999999999918
WST_vamana,47.659143837312186,88260.8,0.9933979999999732
WST_vamana,38.48247972851321,97841.4,0.994286999999974
WST_vamana,33.03256631401072,104769.0,0.9950119999999744
WST_vamana,28.57993264127252,113016.0,0.9955349999999762
WST_opt,2147.6437488280726,4852.65,0.9182999999999746
WST_opt,2093.2340937467343,4940.61,0.9226399999999744
WST_opt,1660.2624790023092,5708.22,0.9472299999999768
WST_opt,1147.133274480235,7910.16,0.9649999999999792
WST_opt,867.9340385658837,9910.97,0.9740399999999828
WST_opt,696.0495330964658,11763.8,0.9792399999999848
WST_opt,466.7083684247961,16477.6,0.9857699999999886
WST_opt,340.58638260562213,20814.1,0.9889399999999904
WST_opt,85.32612925407325,51338.6,0.9902949999999598
WST_opt,69.37770097616796,58413.9,0.9917099999999638
WST_opt,55.433658365926,64662.5,0.9927219999999672
WST_opt,48.68264904025347,71246.8,0.9934699999999697
UNIFY,6361.126235,818.8399,0.73859
UNIFY,5596.510934,919.512,0.76652
UNIFY,4784.086685,1065.1869,0.79738
UNIFY,4132.93284,1207.6544,0.82032
UNIFY,3747.967206,1488.2617,0.84835
UNIFY,3288.563552,1680.6885,0.86912
UNIFY,2389.363511,2241.7042,0.90908
UNIFY,2190.552904,2422.3173,0.91763
UNIFY,697.712489,3780.6804,0.94477
UNIFY,691.715998,7322.0411,0.97943
UNIFY,104.735288,23684.3068,0.981952
UNIFY,100.8463,26528.1683,0.984294
UNIFY,78.906326,29302.385,0.98597
UNIFY,72.140663,32016.7586,0.987311
UNIFY,68.013945,48518.2536,0.995695
UNIFY,60.858204,57949.7147,0.996491
UNIFY_hybrid,6477.925682,818.8399,0.73859
UNIFY_hybrid,5546.498078,919.512,0.76652
UNIFY_hybrid,4752.959761,1065.1869,0.79738
UNIFY_hybrid,3940.402954,1207.6544,0.82032
UNIFY_hybrid,3858.530082,1300.0187,0.83294
UNIFY_hybrid,2630.722999,1963.996,0.89227
UNIFY_hybrid,2131.3586,2422.3173,0.91763
UNIFY_hybrid,1585.119071,2990.7567,0.92908
UNIFY_hybrid,1126.90969,3780.6804,0.94477
UNIFY_hybrid,899.850817,5776.6842,0.97251
UNIFY_hybrid,697.689904,7322.0411,0.97943
UNIFY_hybrid,579.927113,8814.4163,0.98344
UNIFY_hybrid,411.758443,12358.7059,0.98874
DSG,2604.2236,649.2128,0.6771
DSG,2376.5676,713.175,0.7067
DSG,2004.869,852.1905,0.7563
DSG,1781.795,946.7565,0.781
DSG,1629.9384,1039.1102,0.7998
DSG,1495.7673,1127.4513,0.8143
DSG,1155.4026,1474.4044,0.8558
DSG,939.2681,1806.3689,0.8775
DSG,243.8733,5055.4468,0.8989
DSG,185.8489,6387.4992,0.9168
DSG,167.3018,7663.3613,0.9286
DSG,134.2905,8891.3399,0.9369
DSG,125.4898,11243.1774,0.9488
DSG,96.4844,12375.1874,0.9529
DSG,90.8903,13476.7051,0.9561
iRangeGraph,4125.41,784.0,0.75789
iRangeGraph,4019.22,796.0,0.76016
iRangeGraph,2678.42,1287.0,0.85425
iRangeGraph,2103.8,1783.0,0.89691
iRangeGraph,1713.26,2270.0,0.92037
iRangeGraph,567.082,7404.0,0.946152
iRangeGraph,443.707,9622.0,0.960697
iRangeGraph,365.086,11783.0,0.969627
iRangeGraph,304.228,13893.0,0.975508
iRangeGraph,238.131,17980.0,0.982624
iRangeGraph,215.965,19965.0,0.984862
iRangeGraph,128.236,21915.0,0.986661
