Algorithm,QPS,CPQ,recall
UNIFY,119.661664,16145.0836,0.99989
UNIFY,102.348515,16145.0836,0.99989
UNIFY_hybrid,8313.963572,226.8672,0.30916
UNIFY_hybrid,6780.800248,254.5094,0.33952
UNIFY_hybrid,4891.41302,272.2481,0.35779
UNIFY_hybrid,4505.916514,315.2052,0.39877
UNIFY_hybrid,4081.821252,315.2052,0.39877
UNIFY_hybrid,3956.981651,427.7135,0.74952
UNIFY_hybrid,3366.367737,468.8114,0.77965
UNIFY_hybrid,2752.77489,525.3866,0.81045
UNIFY_hybrid,2410.564288,731.8825,0.91964
UNIFY_hybrid,2247.867949,1062.1944,0.96354
UNIFY_hybrid,1622.308976,1210.5121,0.97262
UNIFY_hybrid,1341.400942,1348.7166,0.97715
UNIFY_hybrid,1232.039458,1481.2414,0.98126
UNIFY_hybrid,961.030693,2075.7807,0.99004
UNIFY_hybrid,722.042696,2891.2948,0.99465
UNIFY_hybrid,592.787123,3777.2414,0.99714
DSG,2075.0336,535.4347,0.8587
DSG,1874.7758,579.8523,0.8838
DSG,1731.3196,679.5225,0.9224
DSG,1438.6425,747.0185,0.9387
DSG,874.8455,1118.4038,0.9764
DSG,813.4871,1344.0647,0.9842
DSG,610.503,2054.296,0.9925
DSG,439.9353,2513.8863,0.9946
DSG,324.3515,3362.5424,0.996
DSG,227.5697,4875.6198,0.9969
DSG,195.8064,5572.1469,0.9972
DSG,161.7519,6881.8649,0.9974
DSG,156.4409,6239.8814,0.9974
DSG,143.321,7505.4697,0.9976
iRangeGraph,3172.82,646.0,0.91263
iRangeGraph,3009.95,665.0,0.9168
iRangeGraph,1753.11,1104.0,0.97199
iRangeGraph,1293.55,1529.0,0.98729
iRangeGraph,1001.46,1939.0,0.99255
iRangeGraph,889.233,2335.0,0.99523
iRangeGraph,642.99,3275.0,0.99803
