Algorithm,QPS,CPQ,recall
WST_opt,252.53718405238385,6770.45,0.8746799999999761
WST_opt,170.0821001081695,9522.16,0.8878299999999768
WST_opt,132.5385079408354,12097.4,0.8955499999999771
UNIFY,2628.715463,654.4446,0.72848
UNIFY,2153.600452,750.8194,0.75851
UNIFY,1907.895796,845.9655,0.78011
UNIFY,1528.239985,1058.9203,0.79763
UNIFY,1396.543768,1219.228,0.82296
UNIFY,1179.914694,1376.4479,0.84024
UNIFY,1107.123719,1479.8907,0.85013
UNIFY,817.204951,2018.7546,0.87214
UNIFY,674.175317,2525.3445,0.8857
UNIFY,556.779006,3012.0039,0.89509
UNIFY,515.142375,3410.9108,0.91373
UNIFY,413.534041,4300.7836,0.92408
UNIFY,344.738493,5154.7065,0.93079
UNIFY,248.27991,7164.111,0.93978
UNIFY_hybrid,3044.209548,587.5965,0.70376
UNIFY_hybrid,2701.503967,654.4446,0.72848
UNIFY_hybrid,2145.01764,750.8194,0.75851
UNIFY_hybrid,1853.620552,845.9655,0.78011
UNIFY_hybrid,1528.27178,1058.9203,0.79763
UNIFY_hybrid,1329.0586,1219.228,0.82296
UNIFY_hybrid,1194.452345,1376.4479,0.84024
UNIFY_hybrid,1081.10446,1483.6427,0.84916
UNIFY_hybrid,834.676782,2018.7546,0.87214
UNIFY_hybrid,655.073723,2525.3445,0.8857
UNIFY_hybrid,564.190417,3012.0039,0.89509
UNIFY_hybrid,500.956388,3410.9108,0.91373
UNIFY_hybrid,390.657371,4300.7836,0.92408
UNIFY_hybrid,340.11909,5154.7065,0.93079
UNIFY_hybrid,251.119481,7164.111,0.93978
DSG,330.276,3183.7077,0.7223
DSG,305.3875,3436.1897,0.7482
DSG,292.1803,3596.5014,0.7618
DSG,263.6489,4001.303,0.7901
DSG,237.5726,4384.5571,0.81
DSG,222.237,4770.2367,0.8269
DSG,205.3921,5141.5622,0.8404
DSG,142.7753,6599.1062,0.8772
DSG,136.1263,7950.3089,0.9005
DSG,91.4262,9215.6171,0.9146
DSG,72.6994,12057.19,0.9375
DSG,58.3857,14559.6414,0.9504
DSG,54.1149,18744.7165,0.9651
DSG,47.4179,22141.6083,0.9732
DSG,44.7301,24963.6248,0.9782
DSG,38.2211,27325.205,0.9817
DSG,33.6648,31123.6144,0.986
DSG,32.2674,32680.6968,0.9876
iRangeGraph,3533.98,559.0,0.6666
iRangeGraph,3378.14,560.0,0.66802
iRangeGraph,3205.68,567.0,0.67291
iRangeGraph,3076.87,597.0,0.68792
iRangeGraph,2906.3,631.0,0.70059
iRangeGraph,1667.57,1029.0,0.79565
iRangeGraph,1204.94,1431.0,0.83675
iRangeGraph,959.704,1837.0,0.8607
iRangeGraph,825.434,2246.0,0.87703
iRangeGraph,544.09,3266.0,0.89992
iRangeGraph,417.281,4278.0,0.91316
iRangeGraph,292.588,6253.0,0.9269
iRangeGraph,231.556,8150.0,0.93512
iRangeGraph,190.959,9963.0,0.94094
iRangeGraph,104.226,17961.0,0.95414
